IMPERIAL COLLEGE SUPERSONIC WIND TUNNEL -  NETSCANNER PRESSURE RESULTS FILE - UNIT 1 
Run time: 09:28:01 21-11-2022
Barometric pressure: 0.9994 BarA
Nozzle: Mach 2.0
Camera delay (ms): 0.0000
Missed Packets:  0
Pressure quoted in units of BarA
Time[s] ,Ch1(33.0mm),Ch2(53.0mm),Ch3(73.0mm),Ch4(93.0mm),Ch5(113.0mm),Ch6(133.0mm),Ch7(153.0mm),Ch8(173.0mm),Ch9(0.0mm),Ch10(0.0mm),Ch11(213.0mm),Ch12(233.0mm),Ch13(253.0mm),Ch14(273.0mm),Ch15(0.0mm),Ch16(0.0mm)
10.29000,0.84288,0.77580,0.73244,0.75981,0.78895,0.82465,0.85135,0.89870,0.99945,0.99417,0.90397,0.91638,0.92060,0.93233,0.99935,1.07841
10.30000,0.83545,0.76851,0.72486,0.75600,0.78553,0.82312,0.85101,0.89745,0.99945,0.99406,0.89825,0.90877,0.91652,0.92663,0.99940,1.07658
10.31000,0.83653,0.76510,0.71695,0.75161,0.77925,0.81605,0.84178,0.89542,0.99939,0.99411,0.89445,0.90779,0.91019,0.92569,0.99930,1.08114
10.32000,0.83238,0.76026,0.71168,0.74838,0.78109,0.81839,0.84755,0.89458,0.99929,0.99417,0.89413,0.90380,0.91370,0.92177,0.99940,1.08326
10.33000,0.83376,0.75941,0.70877,0.74478,0.77470,0.81193,0.83924,0.89281,0.99934,0.99406,0.89502,0.90711,0.91286,0.92412,0.99935,1.08387
10.34000,0.82863,0.75329,0.70275,0.74113,0.77419,0.81208,0.84093,0.89130,0.99929,0.99396,0.89257,0.90132,0.91071,0.91926,0.99935,1.08417
10.35000,0.82997,0.75356,0.70205,0.73748,0.77087,0.80868,0.83601,0.88958,0.99934,0.99406,0.88721,0.90059,0.90710,0.91942,0.99935,1.08630
10.36000,0.83197,0.75409,0.69990,0.73500,0.77051,0.80725,0.83476,0.88796,0.99924,0.99411,0.88971,0.90033,0.90825,0.91822,0.99935,1.08569
10.37000,0.83345,0.75553,0.70571,0.73457,0.77725,0.81066,0.83652,0.88656,0.99945,0.99422,0.88544,0.89950,0.90909,0.91832,0.99919,1.08933
10.38000,0.83443,0.75351,0.69899,0.73071,0.77020,0.80700,0.83448,0.88520,0.99934,0.99417,0.88440,0.89800,0.90600,0.91780,0.99930,1.09297
10.39000,0.83207,0.75042,0.69286,0.72643,0.76264,0.79962,0.82730,0.88332,0.99934,0.99406,0.88127,0.89443,0.90333,0.91545,0.99946,1.09297
10.40000,0.83073,0.74755,0.68646,0.72204,0.75615,0.79428,0.82209,0.88166,0.99934,0.99422,0.87831,0.89117,0.89805,0.91174,0.99925,1.09479
10.41000,0.82838,0.74207,0.67371,0.71648,0.74803,0.78798,0.81700,0.87968,0.99945,0.99427,0.87685,0.89045,0.89648,0.91027,0.99956,1.09661
10.42000,0.83273,0.74505,0.67984,0.71463,0.75529,0.79479,0.82599,0.87842,0.99934,0.99396,0.87940,0.88874,0.89726,0.90829,0.99940,1.09844
10.43000,0.83227,0.74228,0.67086,0.70855,0.74415,0.78193,0.81055,0.87608,0.99945,0.99422,0.87013,0.88496,0.88942,0.90578,0.99946,1.10238
10.44000,0.83232,0.74122,0.66893,0.70548,0.74512,0.78503,0.81637,0.87472,0.99945,0.99432,0.86878,0.88258,0.89198,0.90416,0.99930,1.10481
10.45000,0.83504,0.74207,0.66516,0.69998,0.73756,0.77654,0.80540,0.87243,0.99934,0.99422,0.86217,0.87782,0.88450,0.90108,0.99951,1.10966
10.46000,0.83540,0.74058,0.65909,0.69554,0.73266,0.77262,0.80285,0.87040,0.99945,0.99406,0.85925,0.87472,0.88047,0.89742,0.99956,1.11270
10.47000,0.83673,0.74005,0.65457,0.69046,0.72959,0.76744,0.79516,0.86790,0.99945,0.99417,0.85264,0.87027,0.87482,0.89334,0.99946,1.11755
10.48000,0.83940,0.74148,0.65436,0.68623,0.72684,0.76363,0.79188,0.86613,0.99939,0.99390,0.85358,0.86804,0.87320,0.89052,0.99930,1.11907
10.49000,0.84063,0.74164,0.65162,0.68052,0.72106,0.75707,0.78679,0.86399,0.99924,0.99411,0.84957,0.86437,0.87513,0.88593,0.99935,1.12089
10.50000,0.84012,0.74127,0.64947,0.67502,0.71861,0.75620,0.78826,0.86185,0.99939,0.99390,0.85150,0.86483,0.87597,0.88697,0.99935,1.12423
10.51000,0.84273,0.74292,0.64957,0.66994,0.71626,0.75280,0.78577,0.85993,0.99929,0.99364,0.85186,0.86669,0.87644,0.88833,0.99930,1.12636
10.52000,0.84550,0.74446,0.64952,0.66391,0.71223,0.75015,0.78204,0.85784,0.99924,0.99385,0.84843,0.86494,0.87597,0.88775,0.99951,1.12909
10.53000,0.84909,0.74701,0.65140,0.65873,0.71070,0.74812,0.78113,0.85576,0.99934,0.99380,0.85197,0.86395,0.87665,0.88822,0.99940,1.13334
10.54000,0.84980,0.74803,0.65129,0.65154,0.70268,0.73902,0.76807,0.85294,0.99955,0.99380,0.83885,0.85759,0.86488,0.88342,0.99956,1.13637
10.55000,0.85134,0.74904,0.65119,0.64430,0.69885,0.73526,0.76501,0.85076,0.99934,0.99375,0.83537,0.85371,0.86520,0.88044,0.99946,1.13728
10.56000,0.85160,0.74978,0.65188,0.63875,0.70028,0.73440,0.76496,0.84862,0.99929,0.99380,0.83838,0.85645,0.86833,0.88175,0.99935,1.14062
10.57000,0.85580,0.75260,0.65414,0.63478,0.70166,0.73653,0.76744,0.84654,0.99939,0.99369,0.84208,0.85661,0.87121,0.88190,0.99940,1.14456
10.58000,0.86073,0.75574,0.65710,0.63092,0.70038,0.73506,0.76908,0.84487,0.99924,0.99353,0.84005,0.85578,0.86949,0.88065,0.99946,1.14881
10.59000,0.86339,0.75824,0.65882,0.62664,0.68343,0.72245,0.74827,0.84148,0.99934,0.99343,0.82688,0.84791,0.84966,0.87584,0.99919,1.15276
10.60000,0.86606,0.76053,0.66059,0.62188,0.67225,0.71783,0.74233,0.83888,0.99939,0.99359,0.82059,0.83679,0.84229,0.86712,0.99930,1.15761
10.61000,0.86811,0.76282,0.66226,0.61749,0.67587,0.71895,0.74301,0.83633,0.99929,0.99348,0.81159,0.83095,0.83434,0.86205,0.99940,1.16186
10.62000,0.87108,0.76484,0.66404,0.61342,0.66863,0.71646,0.74284,0.83398,0.99945,0.99359,0.81101,0.82593,0.83319,0.85542,0.99935,1.16277
10.63000,0.87360,0.76702,0.66597,0.61009,0.65699,0.71112,0.73374,0.83075,0.99945,0.99390,0.80352,0.82314,0.82895,0.85213,0.99919,1.16793
10.64000,0.87580,0.76909,0.66753,0.60708,0.65479,0.70878,0.73029,0.82804,0.99939,0.99390,0.80004,0.81822,0.82576,0.84894,0.99946,1.17036
10.65000,0.87801,0.77122,0.66941,0.60438,0.64708,0.70832,0.73080,0.82549,0.99945,0.99390,0.79655,0.81574,0.82592,0.84591,0.99940,1.17522
10.66000,0.88093,0.77335,0.67119,0.60195,0.63412,0.70802,0.72622,0.82289,0.99939,0.99385,0.79452,0.81445,0.82278,0.84398,0.99930,1.17855
10.67000,0.88380,0.77591,0.67366,0.60100,0.62473,0.70502,0.72102,0.81997,0.99924,0.99380,0.78937,0.81000,0.81426,0.83928,0.99914,1.18250
10.68000,0.88529,0.77745,0.67506,0.59910,0.60426,0.70248,0.71463,0.81695,0.99934,0.99375,0.78885,0.80504,0.81536,0.83370,0.99925,1.18462
10.69000,0.88754,0.77931,0.67629,0.59783,0.59012,0.69999,0.71079,0.81440,0.99939,0.99390,0.78412,0.80478,0.81473,0.83437,0.99930,1.18675
10.70000,0.89001,0.78133,0.67796,0.59698,0.58191,0.70172,0.71554,0.81164,0.99929,0.99411,0.78584,0.80230,0.81410,0.83495,0.99940,1.19130
10.71000,0.89308,0.78378,0.68027,0.59651,0.58579,0.70274,0.71457,0.80919,0.99939,0.99417,0.77876,0.79878,0.80799,0.83077,0.99935,1.19373
10.72000,0.89596,0.78612,0.68221,0.59614,0.57145,0.69776,0.70468,0.80617,0.99939,0.99406,0.77174,0.79288,0.79717,0.82430,0.99940,1.19858
10.73000,0.89780,0.78820,0.68398,0.59630,0.55655,0.69532,0.70581,0.80351,0.99929,0.99390,0.76878,0.78751,0.79628,0.81819,0.99935,1.20131
10.74000,0.89934,0.78980,0.68522,0.59624,0.54160,0.68993,0.69892,0.80065,0.99934,0.99406,0.76160,0.78234,0.78985,0.81432,0.99935,1.20405
10.75000,0.90247,0.79198,0.68716,0.59693,0.53558,0.68490,0.70050,0.79784,0.99929,0.99380,0.75640,0.77717,0.78399,0.80999,0.99935,1.20920
10.76000,0.90570,0.79437,0.68920,0.59735,0.52624,0.67367,0.70101,0.79508,0.99929,0.99390,0.75760,0.77365,0.78556,0.80420,0.99940,1.21103
10.77000,0.90709,0.79613,0.69054,0.59794,0.51935,0.68053,0.69852,0.79273,0.99924,0.99380,0.75572,0.77422,0.78629,0.80524,0.99946,1.21436
10.78000,0.90950,0.79826,0.69237,0.59852,0.51823,0.66783,0.70118,0.79008,0.99924,0.99390,0.75110,0.77329,0.78394,0.80524,0.99946,1.21740
10.79000,0.91150,0.79980,0.69377,0.59952,0.51170,0.65914,0.69807,0.78763,0.99950,0.99390,0.75125,0.77205,0.78342,0.80420,0.99935,1.22074
10.80000,0.91247,0.80092,0.69479,0.60005,0.50767,0.65452,0.69586,0.78508,0.99945,0.99385,0.74896,0.77101,0.78337,0.80425,0.99919,1.22347
10.81000,0.91283,0.80161,0.69549,0.60084,0.50532,0.65096,0.69462,0.78242,0.99934,0.99369,0.74444,0.76771,0.77809,0.80148,0.99935,1.22225
10.82000,0.91442,0.80305,0.69667,0.60158,0.50287,0.63679,0.69513,0.77998,0.99929,0.99390,0.73851,0.76104,0.77171,0.79537,0.99946,1.22529
10.83000,0.91622,0.80443,0.69780,0.60243,0.50099,0.64283,0.69665,0.77758,0.99945,0.99396,0.73654,0.75830,0.76936,0.79308,0.99919,1.22741
10.84000,0.91745,0.80571,0.69893,0.60306,0.50134,0.62394,0.69535,0.77498,0.99929,0.99396,0.73253,0.75426,0.76225,0.78765,0.99925,1.22863
10.85000,0.92063,0.80768,0.70071,0.60423,0.50104,0.61109,0.69722,0.77264,0.99934,0.99380,0.73435,0.75277,0.76115,0.78274,0.99946,1.23348
10.86000,0.92171,0.80880,0.70146,0.60507,0.50017,0.59022,0.68834,0.77008,0.99929,0.99364,0.72676,0.75065,0.75818,0.78175,0.99940,1.23530
10.87000,0.92397,0.81045,0.70302,0.60586,0.50007,0.57026,0.69468,0.76790,0.99939,0.99380,0.72843,0.74842,0.75818,0.77752,0.99925,1.23621
10.88000,0.92515,0.81194,0.70420,0.60692,0.50027,0.54654,0.68868,0.76529,0.99934,0.99390,0.72323,0.74610,0.75692,0.77679,0.99930,1.23986
10.89000,0.92899,0.81433,0.70630,0.60793,0.50078,0.53832,0.67987,0.76332,0.99934,0.99364,0.72733,0.74610,0.75912,0.77669,0.99951,1.24350
10.90000,0.92684,0.81407,0.70619,0.60872,0.50078,0.53075,0.68829,0.76113,0.99924,0.99385,0.72515,0.74398,0.75635,0.77549,0.99946,1.24350
10.91000,0.92899,0.81540,0.70738,0.60962,0.50129,0.51984,0.69128,0.75889,0.99950,0.99406,0.72120,0.74300,0.75044,0.77324,0.99930,1.24502
10.92000,0.93125,0.81694,0.70845,0.61046,0.50180,0.50511,0.68993,0.75691,0.99939,0.99406,0.72006,0.73948,0.75018,0.77001,0.99919,1.24623
10.93000,0.93279,0.81827,0.71012,0.61152,0.50257,0.50511,0.69371,0.75499,0.99924,0.99406,0.72463,0.74238,0.75478,0.77121,0.99935,1.24896
10.94000,0.93377,0.81950,0.71071,0.61253,0.50287,0.49135,0.68252,0.75270,0.99929,0.99432,0.71777,0.73845,0.74809,0.76839,0.99951,1.25108
10.95000,0.93556,0.82083,0.71211,0.61337,0.50400,0.49486,0.68716,0.75145,0.99934,0.99417,0.72063,0.73803,0.75248,0.76609,0.99940,1.25291
10.96000,0.93638,0.82173,0.71281,0.61443,0.50451,0.48222,0.68190,0.74905,0.99939,0.99422,0.71896,0.73690,0.74590,0.76495,0.99935,1.25594
10.97000,0.93710,0.82221,0.71329,0.61501,0.50466,0.47323,0.67670,0.74718,0.99924,0.99432,0.71169,0.73307,0.74266,0.76328,0.99946,1.25533
10.98000,0.93731,0.82285,0.71383,0.61554,0.50502,0.46424,0.67173,0.74515,0.99924,0.99443,0.70789,0.73080,0.73999,0.76166,0.99919,1.25624
10.99000,0.93854,0.82354,0.71464,0.61665,0.50568,0.46424,0.66851,0.74364,0.99939,0.99432,0.71034,0.73095,0.74302,0.75978,0.99956,1.25715
11.00000,0.93982,0.82503,0.71587,0.61723,0.50629,0.45617,0.66585,0.74208,0.99934,0.99417,0.70935,0.73095,0.74464,0.76025,0.99935,1.25989
11.01000,0.94049,0.82525,0.71593,0.61781,0.50660,0.45480,0.67416,0.74036,0.99929,0.99422,0.71086,0.73090,0.74213,0.76129,0.99940,1.26171
11.02000,0.94177,0.82626,0.71700,0.61850,0.50711,0.45201,0.66042,0.73875,0.99929,0.99438,0.70784,0.72961,0.74098,0.75874,0.99940,1.26019
11.03000,0.94198,0.82668,0.71695,0.61940,0.50736,0.45110,0.65234,0.73724,0.99924,0.99417,0.70659,0.72847,0.74010,0.75774,0.99925,1.26322
11.04000,0.94382,0.82807,0.71840,0.62003,0.50803,0.45074,0.66613,0.73568,0.99929,0.99432,0.70945,0.72739,0.74036,0.75639,0.99930,1.26444
11.05000,0.94500,0.82876,0.71905,0.62051,0.50843,0.45379,0.66952,0.73422,0.99934,0.99443,0.70758,0.72641,0.73780,0.75425,0.99946,1.26535
11.06000,0.94588,0.82956,0.71991,0.62130,0.50905,0.44769,0.63618,0.73292,0.99939,0.99432,0.70389,0.72387,0.73576,0.75237,0.99935,1.26535
11.07000,0.94742,0.83084,0.72093,0.62188,0.50956,0.44379,0.63890,0.73146,0.99934,0.99432,0.70519,0.72263,0.73466,0.75159,0.99919,1.26656
11.08000,0.94901,0.83217,0.72184,0.62283,0.51012,0.44521,0.62262,0.72990,0.99939,0.99417,0.70191,0.72062,0.73069,0.74804,0.99946,1.27081
11.09000,0.94793,0.83195,0.72190,0.62336,0.51053,0.43967,0.63274,0.72870,0.99934,0.99401,0.70186,0.72046,0.73409,0.74851,0.99940,1.27233
11.10000,0.94870,0.83254,0.72244,0.62389,0.51109,0.43582,0.62737,0.72761,0.99945,0.99417,0.70368,0.72113,0.73435,0.74814,0.99940,1.27142
11.11000,0.94921,0.83312,0.72270,0.62437,0.51124,0.43353,0.61839,0.72652,0.99934,0.99438,0.70077,0.72150,0.73461,0.74903,0.99930,1.27203
11.12000,0.94870,0.83291,0.72260,0.62495,0.51129,0.43983,0.64251,0.72537,0.99919,0.99453,0.70628,0.72346,0.73701,0.74960,0.99940,1.27142
11.13000,0.95096,0.83403,0.72351,0.62542,0.51160,0.43460,0.62048,0.72386,0.99950,0.99464,0.69973,0.72103,0.73226,0.74898,0.99935,1.27415
11.14000,0.95106,0.83435,0.72405,0.62590,0.51201,0.43292,0.61613,0.72261,0.99939,0.99459,0.70009,0.72015,0.73069,0.74929,0.99940,1.27385
11.15000,0.94967,0.83392,0.72362,0.62606,0.51211,0.42983,0.60341,0.72136,0.99913,0.99443,0.69583,0.71710,0.72902,0.74626,0.99956,1.27415
11.16000,0.94967,0.83408,0.72367,0.62616,0.51216,0.42384,0.59285,0.72048,0.99934,0.99448,0.69614,0.71581,0.72771,0.74616,0.99946,1.27324
11.17000,0.94870,0.83318,0.72308,0.62638,0.51190,0.42490,0.60194,0.71928,0.99929,0.99474,0.69562,0.71829,0.72907,0.74673,0.99935,1.27324
11.18000,0.95111,0.83446,0.72378,0.62653,0.51246,0.42551,0.60302,0.71835,0.99929,0.99459,0.70405,0.71989,0.73362,0.74616,0.99935,1.27415
11.19000,0.94988,0.83366,0.72351,0.62664,0.51226,0.42252,0.62042,0.71777,0.99929,0.99459,0.70191,0.72072,0.73508,0.74783,0.99940,1.27536
11.20000,0.95055,0.83446,0.72394,0.62696,0.51246,0.42856,0.61805,0.71647,0.99929,0.99485,0.70191,0.72134,0.73398,0.74767,0.99940,1.27597
11.21000,0.95101,0.83456,0.72421,0.62733,0.51257,0.42130,0.59274,0.71517,0.99934,0.99474,0.69739,0.71752,0.73147,0.74720,0.99930,1.27506
11.22000,0.95178,0.83547,0.72480,0.62754,0.51277,0.42343,0.60776,0.71429,0.99939,0.99464,0.70670,0.72077,0.73602,0.74882,0.99930,1.27597
11.23000,0.95337,0.83627,0.72566,0.62807,0.51338,0.42394,0.59957,0.71340,0.99945,0.99464,0.70295,0.71974,0.73064,0.74819,0.99940,1.27688
11.24000,0.95306,0.83648,0.72593,0.62828,0.51354,0.42475,0.59087,0.71278,0.99929,0.99453,0.70171,0.72072,0.73038,0.74663,0.99956,1.27688
11.25000,0.95337,0.83675,0.72609,0.62849,0.51364,0.42581,0.57291,0.71200,0.99939,0.99438,0.69885,0.71736,0.72484,0.74324,0.99930,1.27779
11.26000,0.95424,0.83733,0.72652,0.62865,0.51389,0.42363,0.55297,0.71023,0.99939,0.99422,0.69438,0.71555,0.72076,0.74131,0.99935,1.27961
11.27000,0.95414,0.83738,0.72663,0.62923,0.51405,0.41785,0.56997,0.70986,0.99919,0.99406,0.69588,0.71245,0.72520,0.73974,0.99935,1.27901
11.28000,0.95357,0.83712,0.72620,0.62923,0.51405,0.42602,0.59189,0.70914,0.99934,0.99406,0.69781,0.71555,0.72959,0.74225,0.99940,1.27840
11.29000,0.95383,0.83738,0.72663,0.62944,0.51415,0.42632,0.59827,0.70867,0.99939,0.99390,0.70160,0.71741,0.73111,0.74350,0.99935,1.27931
11.30000,0.95332,0.83696,0.72620,0.62955,0.51405,0.42871,0.59918,0.70804,0.99939,0.99401,0.69859,0.71747,0.73137,0.74386,0.99935,1.27749
11.31000,0.95224,0.83627,0.72566,0.62934,0.51394,0.43130,0.59539,0.70726,0.99934,0.99385,0.69708,0.71819,0.72891,0.74371,0.99940,1.27749
11.32000,0.95291,0.83659,0.72572,0.62944,0.51379,0.42328,0.58901,0.70601,0.99929,0.99385,0.69448,0.71416,0.72667,0.74334,0.99946,1.27718
11.33000,0.95496,0.83776,0.72706,0.62986,0.51435,0.41820,0.58590,0.70549,0.99934,0.99406,0.69240,0.71529,0.72771,0.74501,0.99946,1.28083
11.34000,0.95501,0.83792,0.72690,0.62986,0.51430,0.42693,0.59652,0.70461,0.99934,0.99401,0.69926,0.71814,0.72928,0.74605,0.99935,1.27931
11.35000,0.95409,0.83733,0.72663,0.62981,0.51440,0.42089,0.58489,0.70404,0.99939,0.99417,0.69900,0.71710,0.73100,0.74512,0.99946,1.27961
11.36000,0.95573,0.83840,0.72738,0.63018,0.51466,0.41993,0.58810,0.70372,0.99939,0.99396,0.69926,0.71840,0.73022,0.74595,0.99946,1.27992
11.37000,0.95501,0.83824,0.72728,0.63045,0.51476,0.42287,0.57110,0.70274,0.99945,0.99375,0.69334,0.71483,0.72196,0.74277,0.99935,1.27992
11.38000,0.95558,0.83872,0.72771,0.63045,0.51502,0.41896,0.56088,0.70242,0.99939,0.99369,0.69682,0.71307,0.72536,0.74005,0.99951,1.28052
11.39000,0.95686,0.83930,0.72846,0.63092,0.51537,0.42338,0.56048,0.70190,0.99945,0.99369,0.69760,0.71576,0.72473,0.74162,0.99935,1.28295
11.40000,0.95717,0.83973,0.72878,0.63108,0.51558,0.41729,0.55032,0.70071,0.99950,0.99390,0.69526,0.71292,0.72452,0.73995,0.99940,1.28386
11.41000,0.95783,0.84042,0.72948,0.63150,0.51578,0.41627,0.53513,0.70003,0.99929,0.99422,0.69640,0.71132,0.72129,0.73802,0.99961,1.28325
11.42000,0.95968,0.84159,0.73013,0.63177,0.51609,0.41307,0.52891,0.69925,0.99929,0.99401,0.69292,0.71085,0.72082,0.73651,0.99961,1.28386
11.43000,0.95845,0.84100,0.72986,0.63182,0.51634,0.41317,0.52434,0.69862,0.99939,0.99396,0.69718,0.71101,0.72035,0.73437,0.99935,1.28599
11.44000,0.95902,0.84175,0.73034,0.63224,0.51665,0.40937,0.50779,0.69769,0.99950,0.99401,0.69131,0.70977,0.71956,0.73400,0.99946,1.28599
11.45000,0.95891,0.84154,0.73034,0.63230,0.51675,0.40602,0.52513,0.69670,0.99929,0.99411,0.69032,0.70775,0.71831,0.73437,0.99946,1.28629
11.46000,0.95830,0.84127,0.72997,0.63267,0.51644,0.40388,0.52174,0.69571,0.99939,0.99406,0.68934,0.70729,0.72055,0.73552,0.99956,1.28659
11.47000,0.95866,0.84138,0.73007,0.63288,0.51660,0.40201,0.54083,0.69556,0.99950,0.99401,0.69219,0.70982,0.72625,0.73833,0.99940,1.28568
11.48000,0.95804,0.84111,0.72997,0.63267,0.51670,0.40566,0.55004,0.69561,0.99945,0.99406,0.69578,0.71204,0.72594,0.74058,0.99946,1.28386
11.49000,0.95706,0.84042,0.72932,0.63256,0.51629,0.40779,0.54162,0.69446,0.99945,0.99401,0.69089,0.71111,0.72426,0.74032,0.99946,1.28295
11.50000,0.95727,0.84042,0.72927,0.63267,0.51609,0.40622,0.55947,0.69389,0.99934,0.99417,0.69375,0.71101,0.72599,0.74141,0.99935,1.28356
11.51000,0.95727,0.84026,0.72921,0.63251,0.51619,0.40881,0.57568,0.69394,0.99945,0.99432,0.69287,0.71385,0.72614,0.74313,0.99930,1.28356
11.52000,0.95696,0.84026,0.72927,0.63267,0.51634,0.41333,0.58054,0.69342,0.99934,0.99422,0.69547,0.71628,0.72839,0.74365,0.99940,1.28386
11.53000,0.95748,0.84058,0.72948,0.63272,0.51644,0.40957,0.56715,0.69228,0.99924,0.99406,0.69781,0.71674,0.73064,0.74360,0.99946,1.28356
11.54000,0.95948,0.84180,0.73045,0.63304,0.51675,0.40637,0.55800,0.69197,0.99939,0.99406,0.69417,0.71457,0.72599,0.74345,0.99961,1.28507
11.55000,0.95968,0.84202,0.73072,0.63309,0.51690,0.40373,0.55105,0.69092,0.99934,0.99396,0.68788,0.71033,0.72129,0.74178,0.99935,1.28720
11.56000,0.96040,0.84250,0.73131,0.63357,0.51726,0.40216,0.53620,0.69046,0.99934,0.99396,0.69360,0.70992,0.72212,0.73964,0.99940,1.28629
11.57000,0.96086,0.84319,0.73163,0.63383,0.51751,0.40125,0.53846,0.69004,0.99934,0.99380,0.69635,0.71106,0.72620,0.73979,0.99930,1.28811
11.58000,0.96153,0.84356,0.73206,0.63394,0.51777,0.40018,0.53789,0.68931,0.99929,0.99380,0.69401,0.71250,0.72578,0.74047,0.99956,1.28902
11.59000,0.96066,0.84329,0.73190,0.63425,0.51787,0.39861,0.52372,0.68843,0.99934,0.99385,0.69167,0.71075,0.72217,0.74026,0.99930,1.28841
11.60000,0.96199,0.84393,0.73212,0.63436,0.51782,0.39759,0.51525,0.68770,0.99939,0.99369,0.69157,0.70946,0.72134,0.73880,0.99930,1.28872
11.61000,0.96020,0.84297,0.73185,0.63415,0.51797,0.39911,0.54252,0.68832,0.99934,0.99369,0.69802,0.71111,0.72609,0.73865,0.99930,1.28750
11.62000,0.96081,0.84308,0.73153,0.63415,0.51782,0.40206,0.55325,0.68806,0.99934,0.99359,0.69536,0.71385,0.72578,0.73870,0.99925,1.28750
11.63000,0.95907,0.84218,0.73072,0.63404,0.51726,0.40104,0.55534,0.68759,0.99939,0.99380,0.69105,0.71095,0.72217,0.73828,0.99951,1.28690
11.64000,0.95819,0.84154,0.73023,0.63404,0.51700,0.40546,0.53998,0.68739,0.99934,0.99385,0.69557,0.71168,0.72254,0.73718,0.99935,1.28538
11.65000,0.95948,0.84207,0.73072,0.63394,0.51726,0.40495,0.52982,0.68744,0.99934,0.99375,0.69313,0.70878,0.72029,0.73583,0.99956,1.28386
11.66000,0.95876,0.84170,0.73029,0.63378,0.51700,0.40617,0.51361,0.68614,0.99929,0.99364,0.69469,0.70982,0.72144,0.73541,0.99951,1.28447
11.67000,0.95845,0.84127,0.73018,0.63378,0.51690,0.40546,0.52383,0.68567,0.99929,0.99375,0.69157,0.70873,0.72364,0.73630,0.99930,1.28599
11.68000,0.95881,0.84122,0.72991,0.63357,0.51670,0.40328,0.53722,0.68541,0.99929,0.99385,0.68897,0.70853,0.72071,0.73792,0.99930,1.28507
11.69000,0.95804,0.84106,0.72975,0.63351,0.51660,0.40592,0.54704,0.68541,0.99934,0.99380,0.69443,0.71013,0.72677,0.73781,0.99951,1.28477
11.70000,0.95871,0.84122,0.72997,0.63346,0.51670,0.40495,0.55128,0.68505,0.99939,0.99380,0.69147,0.71049,0.72468,0.74037,0.99951,1.28507
11.71000,0.95835,0.84122,0.72997,0.63330,0.51675,0.40515,0.55687,0.68489,0.99934,0.99364,0.69193,0.71059,0.72358,0.74115,0.99956,1.28507
11.72000,0.95937,0.84148,0.73023,0.63346,0.51675,0.40312,0.54439,0.68359,0.99950,0.99353,0.68908,0.70863,0.72275,0.74073,0.99961,1.28507
11.73000,0.95922,0.84180,0.73072,0.63362,0.51700,0.40388,0.53857,0.68390,0.99945,0.99338,0.69495,0.71080,0.72390,0.74078,0.99951,1.28659
11.74000,0.96097,0.84297,0.73131,0.63367,0.51731,0.40388,0.52445,0.68343,0.99945,0.99322,0.69370,0.70754,0.72322,0.73932,0.99956,1.28750
11.75000,0.95963,0.84223,0.73110,0.63378,0.51731,0.40287,0.53016,0.68348,0.99929,0.99306,0.69245,0.71033,0.72348,0.74016,0.99946,1.28781
11.76000,0.95989,0.84244,0.73120,0.63394,0.51731,0.40185,0.52327,0.68213,0.99924,0.99353,0.68960,0.70842,0.71940,0.73854,0.99951,1.28720
11.77000,0.95922,0.84218,0.73077,0.63383,0.51716,0.40064,0.53326,0.68208,0.99945,0.99364,0.69058,0.70672,0.72353,0.73802,0.99940,1.28690
11.78000,0.95855,0.84175,0.73040,0.63367,0.51711,0.39962,0.53795,0.68177,0.99934,0.99375,0.69001,0.70894,0.72259,0.73995,0.99935,1.28659
11.79000,0.95932,0.84223,0.73077,0.63372,0.51716,0.40089,0.53891,0.68198,0.99939,0.99380,0.69292,0.71173,0.72426,0.73938,0.99930,1.28750
11.80000,0.95932,0.84218,0.73072,0.63378,0.51716,0.40206,0.53835,0.68218,0.99929,0.99375,0.69152,0.71168,0.72270,0.73885,0.99925,1.28568
11.81000,0.95855,0.84138,0.73013,0.63346,0.51680,0.40048,0.52265,0.68182,0.99939,0.99353,0.68975,0.70920,0.71857,0.73687,0.99940,1.28416
11.82000,0.95712,0.84053,0.72916,0.63330,0.51639,0.39866,0.52773,0.68094,0.99939,0.99348,0.69063,0.70904,0.72170,0.73651,0.99935,1.28356
11.83000,0.95804,0.84090,0.72937,0.63314,0.51629,0.39718,0.54653,0.68135,0.99945,0.99332,0.69225,0.70956,0.72473,0.73953,0.99940,1.28325
11.84000,0.95722,0.84010,0.72911,0.63304,0.51609,0.39982,0.55354,0.68135,0.99929,0.99317,0.69360,0.71163,0.72688,0.74032,0.99925,1.28295
11.85000,0.95727,0.84037,0.72905,0.63314,0.51624,0.40835,0.57325,0.68166,0.99939,0.99317,0.70056,0.71535,0.72829,0.74125,0.99946,1.28325
11.86000,0.95645,0.83978,0.72884,0.63283,0.51604,0.40658,0.56788,0.68182,0.99929,0.99359,0.69646,0.71390,0.72463,0.74042,0.99946,1.28386
11.87000,0.95732,0.84026,0.72911,0.63304,0.51624,0.40581,0.55998,0.68062,0.99945,0.99359,0.69193,0.71204,0.72275,0.74110,0.99925,1.28386
11.88000,0.95660,0.83973,0.72873,0.63256,0.51604,0.40607,0.56664,0.68109,0.99945,0.99348,0.69438,0.71385,0.72682,0.74251,0.99930,1.28386
