IMPERIAL COLLEGE SUPERSONIC WIND TUNNEL -  NETSCANNER PRESSURE RESULTS FILE - UNIT 1 
Run time: 09:28:01 21-11-2022
Barometric pressure: 0.9994 BarA
Nozzle: Mach 2.0
Camera delay (ms): 0.0000
Missed Packets:  0
Pressure quoted in units of BarA
Time[s] ,Ch1(33.0mm),Ch2(53.0mm),Ch3(73.0mm),Ch4(93.0mm),Ch5(113.0mm),Ch6(133.0mm),Ch7(153.0mm),Ch8(173.0mm),Ch9(0.0mm),Ch10(0.0mm),Ch11(213.0mm),Ch12(233.0mm),Ch13(253.0mm),Ch14(273.0mm),Ch15(0.0mm),Ch16(0.0mm)
0.01000,0.99947,0.99934,0.99939,0.99935,0.99928,0.99947,0.99917,0.99941,0.99950,0.99243,0.99922,0.99935,0.99940,0.99931,0.99930,0.99950
0.02000,0.99952,0.99939,0.99928,0.99946,0.99923,0.99942,0.99917,0.99947,0.99939,0.99264,0.99922,0.99935,0.99930,0.99942,0.99940,0.99920
0.03000,0.99947,0.99934,0.99939,0.99930,0.99934,0.99937,0.99951,0.99921,0.99934,0.99264,0.99937,0.99935,0.99940,0.99942,0.99940,0.99950
0.04000,0.99942,0.99928,0.99928,0.99951,0.99934,0.99947,0.99951,0.99936,0.99939,0.99264,0.99927,0.99940,0.99945,0.99926,0.99930,0.99920
0.05000,0.99957,0.99950,0.99923,0.99946,0.99928,0.99942,0.99934,0.99941,0.99929,0.99285,0.99927,0.99935,0.99940,0.99942,0.99930,0.99890
0.06000,0.99942,0.99923,0.99934,0.99956,0.99934,0.99947,0.99934,0.99952,0.99934,0.99285,0.99937,0.99930,0.99935,0.99931,0.99930,0.99920
0.07000,0.99942,0.99934,0.99939,0.99930,0.99928,0.99942,0.99940,0.99941,0.99929,0.99285,0.99927,0.99930,0.99940,0.99931,0.99925,0.99890
0.08000,0.99957,0.99950,0.99928,0.99935,0.99923,0.99947,0.99940,0.99947,0.99929,0.99285,0.99932,0.99940,0.99940,0.99942,0.99925,0.99981
0.09000,0.99947,0.99939,0.99928,0.99935,0.99934,0.99942,0.99929,0.99936,0.99934,0.99290,0.99937,0.99945,0.99935,0.99926,0.99946,0.99920
0.10000,0.99947,0.99928,0.99934,0.99935,0.99939,0.99942,0.99940,0.99941,0.99934,0.99280,0.99937,0.99945,0.99930,0.99942,0.99940,0.99950
0.11000,0.99937,0.99944,0.99944,0.99940,0.99934,0.99937,0.99934,0.99957,0.99934,0.99296,0.99942,0.99935,0.99951,0.99926,0.99930,0.99859
0.12000,0.99952,0.99934,0.99934,0.99930,0.99923,0.99942,0.99951,0.99941,0.99929,0.99290,0.99932,0.99940,0.99935,0.99931,0.99935,0.99920
0.13000,0.99952,0.99934,0.99934,0.99935,0.99944,0.99937,0.99934,0.99936,0.99934,0.99290,0.99937,0.99930,0.99924,0.99947,0.99930,0.99920
0.14000,0.99952,0.99939,0.99934,0.99940,0.99934,0.99937,0.99951,0.99936,0.99929,0.99269,0.99942,0.99940,0.99935,0.99926,0.99940,0.99981
0.15000,0.99952,0.99950,0.99928,0.99951,0.99934,0.99952,0.99934,0.99952,0.99934,0.99269,0.99942,0.99935,0.99956,0.99931,0.99930,0.99890
0.16000,0.99942,0.99934,0.99944,0.99935,0.99928,0.99937,0.99940,0.99936,0.99934,0.99269,0.99927,0.99935,0.99935,0.99937,0.99930,0.99920
0.17000,0.99942,0.99928,0.99934,0.99940,0.99934,0.99937,0.99940,0.99941,0.99934,0.99254,0.99937,0.99940,0.99951,0.99931,0.99951,0.99920
0.18000,0.99957,0.99934,0.99934,0.99930,0.99939,0.99947,0.99934,0.99941,0.99929,0.99243,0.99942,0.99945,0.99945,0.99937,0.99935,0.99890
0.19000,0.99942,0.99934,0.99928,0.99935,0.99934,0.99932,0.99940,0.99926,0.99939,0.99248,0.99927,0.99940,0.99935,0.99942,0.99940,0.99920
0.20000,0.99952,0.99928,0.99939,0.99930,0.99939,0.99942,0.99940,0.99936,0.99929,0.99227,0.99932,0.99930,0.99935,0.99931,0.99940,0.99981
0.21000,0.99942,0.99934,0.99934,0.99946,0.99918,0.99947,0.99934,0.99936,0.99939,0.99211,0.99937,0.99935,0.99935,0.99916,0.99930,0.99981
0.22000,0.99947,0.99934,0.99923,0.99935,0.99928,0.99932,0.99934,0.99952,0.99929,0.99211,0.99927,0.99945,0.99945,0.99931,0.99940,0.99890
0.23000,0.99952,0.99939,0.99923,0.99935,0.99949,0.99937,0.99946,0.99931,0.99934,0.99211,0.99932,0.99935,0.99951,0.99931,0.99940,0.99950
0.24000,0.99937,0.99934,0.99939,0.99919,0.99944,0.99927,0.99946,0.99947,0.99939,0.99243,0.99948,0.99945,0.99930,0.99926,0.99940,0.99890
0.25000,0.99952,0.99923,0.99944,0.99930,0.99939,0.99927,0.99940,0.99941,0.99929,0.99254,0.99927,0.99930,0.99940,0.99937,0.99946,0.99798
0.26000,0.99963,0.99934,0.99928,0.99946,0.99928,0.99937,0.99934,0.99947,0.99924,0.99233,0.99932,0.99930,0.99940,0.99942,0.99935,0.99890
0.27000,0.99952,0.99928,0.99934,0.99914,0.99928,0.99937,0.99951,0.99947,0.99945,0.99211,0.99932,0.99940,0.99935,0.99931,0.99930,0.99890
0.28000,0.99942,0.99934,0.99939,0.99924,0.99928,0.99937,0.99940,0.99941,0.99929,0.99248,0.99942,0.99935,0.99940,0.99931,0.99946,0.99859
0.29000,0.99947,0.99944,0.99939,0.99924,0.99918,0.99942,0.99934,0.99947,0.99934,0.99222,0.99927,0.99940,0.99940,0.99931,0.99925,0.99890
0.30000,0.99937,0.99934,0.99950,0.99924,0.99928,0.99927,0.99940,0.99936,0.99939,0.99211,0.99942,0.99940,0.99951,0.99942,0.99935,0.99981
0.31000,0.99952,0.99950,0.99923,0.99935,0.99944,0.99942,0.99934,0.99926,0.99939,0.99243,0.99927,0.99930,0.99935,0.99947,0.99925,0.99920
0.32000,0.99957,0.99950,0.99928,0.99935,0.99934,0.99927,0.99940,0.99947,0.99934,0.99275,0.99932,0.99935,0.99940,0.99926,0.99930,0.99920
0.33000,0.99947,0.99934,0.99939,0.99946,0.99928,0.99937,0.99917,0.99931,0.99945,0.99259,0.99937,0.99935,0.99930,0.99926,0.99946,0.99920
0.34000,0.99963,0.99923,0.99928,0.99924,0.99939,0.99942,0.99946,0.99926,0.99924,0.99233,0.99932,0.99940,0.99930,0.99942,0.99940,0.99920
0.35000,0.99952,0.99928,0.99934,0.99935,0.99928,0.99927,0.99946,0.99931,0.99939,0.99222,0.99927,0.99940,0.99940,0.99937,0.99940,0.99920
0.36000,0.99952,0.99944,0.99934,0.99951,0.99934,0.99947,0.99940,0.99936,0.99939,0.99233,0.99932,0.99940,0.99945,0.99931,0.99930,0.99920
0.37000,0.99963,0.99923,0.99928,0.99946,0.99944,0.99932,0.99940,0.99931,0.99934,0.99243,0.99937,0.99940,0.99945,0.99937,0.99935,0.99890
0.38000,0.99952,0.99934,0.99928,0.99940,0.99944,0.99922,0.99946,0.99941,0.99945,0.99254,0.99927,0.99940,0.99940,0.99937,0.99930,0.99920
0.39000,0.99921,0.99939,0.99923,0.99940,0.99939,0.99932,0.99940,0.99936,0.99929,0.99243,0.99927,0.99935,0.99940,0.99931,0.99940,0.99920
0.40000,0.99937,0.99928,0.99950,0.99940,0.99928,0.99952,0.99934,0.99947,0.99934,0.99248,0.99932,0.99935,0.99935,0.99942,0.99946,0.99950
0.41000,0.99932,0.99923,0.99934,0.99924,0.99934,0.99937,0.99917,0.99941,0.99934,0.99264,0.99942,0.99945,0.99945,0.99942,0.99935,0.99950
0.42000,0.99942,0.99918,0.99944,0.99930,0.99928,0.99942,0.99929,0.99931,0.99934,0.99264,0.99937,0.99945,0.99945,0.99926,0.99951,0.99890
0.43000,0.99947,0.99944,0.99939,0.99940,0.99939,0.99952,0.99934,0.99947,0.99934,0.99259,0.99932,0.99945,0.99945,0.99937,0.99930,0.99950
0.44000,0.99947,0.99944,0.99944,0.99935,0.99923,0.99947,0.99940,0.99931,0.99939,0.99280,0.99932,0.99935,0.99940,0.99947,0.99940,0.99890
0.45000,0.99937,0.99944,0.99944,0.99935,0.99934,0.99942,0.99934,0.99936,0.99929,0.99280,0.99942,0.99945,0.99945,0.99942,0.99940,0.99950
0.46000,0.99947,0.99955,0.99934,0.99930,0.99944,0.99932,0.99951,0.99941,0.99939,0.99280,0.99932,0.99930,0.99945,0.99937,0.99940,0.99859
0.47000,0.99957,0.99928,0.99934,0.99930,0.99949,0.99927,0.99951,0.99941,0.99934,0.99285,0.99937,0.99935,0.99951,0.99937,0.99935,0.99950
0.48000,0.99947,0.99934,0.99944,0.99919,0.99944,0.99927,0.99963,0.99931,0.99934,0.99269,0.99932,0.99935,0.99935,0.99931,0.99930,0.99920
0.49000,0.99947,0.99939,0.99928,0.99946,0.99939,0.99937,0.99940,0.99936,0.99939,0.99259,0.99927,0.99935,0.99940,0.99931,0.99940,0.99920
0.50000,0.99942,0.99934,0.99934,0.99940,0.99928,0.99937,0.99934,0.99926,0.99934,0.99285,0.99932,0.99940,0.99940,0.99952,0.99935,0.99829
0.51000,0.99952,0.99934,0.99939,0.99919,0.99939,0.99937,0.99934,0.99931,0.99929,0.99280,0.99942,0.99930,0.99924,0.99937,0.99946,0.99981
0.52000,0.99952,0.99934,0.99934,0.99940,0.99928,0.99942,0.99940,0.99941,0.99929,0.99264,0.99932,0.99940,0.99940,0.99937,0.99940,0.99950
0.53000,0.99942,0.99934,0.99928,0.99935,0.99928,0.99922,0.99934,0.99947,0.99939,0.99254,0.99937,0.99930,0.99940,0.99931,0.99925,0.99920
0.54000,0.99947,0.99918,0.99944,0.99924,0.99939,0.99947,0.99951,0.99931,0.99929,0.99269,0.99937,0.99945,0.99935,0.99931,0.99935,0.99950
0.55000,0.99942,0.99934,0.99934,0.99956,0.99934,0.99947,0.99934,0.99941,0.99945,0.99275,0.99932,0.99935,0.99945,0.99942,0.99940,0.99890
0.56000,0.99947,0.99928,0.99939,0.99930,0.99928,0.99942,0.99934,0.99952,0.99934,0.99259,0.99932,0.99935,0.99940,0.99926,0.99940,0.99981
0.57000,0.99957,0.99944,0.99944,0.99919,0.99934,0.99937,0.99917,0.99936,0.99939,0.99275,0.99937,0.99930,0.99951,0.99937,0.99925,0.99950
0.58000,0.99952,0.99934,0.99928,0.99946,0.99928,0.99937,0.99946,0.99941,0.99939,0.99259,0.99932,0.99945,0.99940,0.99926,0.99930,0.99920
0.59000,0.99947,0.99960,0.99939,0.99940,0.99928,0.99927,0.99912,0.99941,0.99934,0.99275,0.99932,0.99945,0.99930,0.99942,0.99951,0.99890
0.60000,0.99942,0.99950,0.99934,0.99924,0.99934,0.99927,0.99940,0.99931,0.99934,0.99269,0.99927,0.99935,0.99930,0.99937,0.99935,0.99890
0.61000,0.99947,0.99934,0.99928,0.99946,0.99918,0.99942,0.99940,0.99931,0.99934,0.99248,0.99937,0.99940,0.99935,0.99926,0.99940,0.99981
0.62000,0.99952,0.99960,0.99923,0.99946,0.99928,0.99937,0.99934,0.99941,0.99945,0.99264,0.99932,0.99935,0.99935,0.99937,0.99946,0.99920
0.63000,0.99947,0.99934,0.99928,0.99930,0.99934,0.99942,0.99934,0.99936,0.99924,0.99248,0.99937,0.99935,0.99945,0.99921,0.99935,1.00041
0.64000,0.99947,0.99944,0.99939,0.99946,0.99923,0.99932,0.99951,0.99936,0.99939,0.99227,0.99932,0.99930,0.99940,0.99937,0.99930,0.99920
0.65000,0.99957,0.99928,0.99939,0.99935,0.99934,0.99932,0.99946,0.99931,0.99939,0.99243,0.99922,0.99935,0.99940,0.99937,0.99940,0.99859
0.66000,0.99952,0.99928,0.99934,0.99940,0.99923,0.99927,0.99951,0.99931,0.99934,0.99233,0.99942,0.99930,0.99940,0.99931,0.99940,0.99950
0.67000,0.99952,0.99944,0.99934,0.99940,0.99934,0.99932,0.99946,0.99936,0.99939,0.99275,0.99922,0.99940,0.99945,0.99926,0.99935,0.99890
0.68000,0.99937,0.99939,0.99923,0.99951,0.99923,0.99932,0.99929,0.99926,0.99929,0.99254,0.99932,0.99951,0.99945,0.99937,0.99946,0.99859
0.69000,0.99947,0.99934,0.99934,0.99935,0.99928,0.99927,0.99940,0.99931,0.99929,0.99275,0.99927,0.99940,0.99935,0.99926,0.99935,0.99950
0.70000,0.99947,0.99950,0.99928,0.99930,0.99939,0.99932,0.99929,0.99931,0.99934,0.99259,0.99927,0.99940,0.99945,0.99931,0.99940,0.99859
0.71000,0.99957,0.99939,0.99934,0.99935,0.99934,0.99937,0.99951,0.99947,0.99939,0.99269,0.99927,0.99940,0.99940,0.99947,0.99940,0.99981
0.72000,0.99957,0.99928,0.99939,0.99924,0.99928,0.99937,0.99934,0.99926,0.99929,0.99259,0.99937,0.99935,0.99945,0.99931,0.99940,0.99859
0.73000,0.99952,0.99939,0.99944,0.99956,0.99923,0.99942,0.99929,0.99931,0.99934,0.99259,0.99927,0.99940,0.99935,0.99952,0.99946,0.99890
0.74000,0.99942,0.99944,0.99923,0.99930,0.99939,0.99932,0.99940,0.99921,0.99934,0.99259,0.99932,0.99940,0.99940,0.99931,0.99940,0.99920
0.75000,0.99942,0.99944,0.99939,0.99940,0.99934,0.99942,0.99940,0.99941,0.99924,0.99264,0.99937,0.99945,0.99930,0.99947,0.99946,0.99859
0.76000,0.99957,0.99923,0.99934,0.99940,0.99923,0.99947,0.99957,0.99941,0.99939,0.99280,0.99932,0.99945,0.99940,0.99947,0.99930,0.99890
0.77000,0.99947,0.99939,0.99934,0.99930,0.99934,0.99927,0.99940,0.99941,0.99939,0.99290,0.99937,0.99935,0.99940,0.99952,0.99930,0.99859
0.78000,0.99952,0.99950,0.99934,0.99919,0.99939,0.99932,0.99946,0.99941,0.99939,0.99285,0.99937,0.99930,0.99935,0.99937,0.99940,0.99829
0.79000,0.99942,0.99934,0.99939,0.99940,0.99934,0.99937,0.99934,0.99926,0.99934,0.99280,0.99932,0.99940,0.99924,0.99937,0.99930,0.99950
0.80000,0.99947,0.99950,0.99939,0.99924,0.99934,0.99932,0.99929,0.99947,0.99934,0.99269,0.99932,0.99940,0.99935,0.99926,0.99930,0.99859
0.81000,0.99963,0.99944,0.99934,0.99935,0.99939,0.99927,0.99940,0.99941,0.99934,0.99269,0.99932,0.99945,0.99951,0.99931,0.99930,0.99890
0.82000,0.99952,0.99939,0.99939,0.99940,0.99923,0.99932,0.99917,0.99957,0.99934,0.99254,0.99932,0.99940,0.99940,0.99937,0.99940,0.99890
0.83000,0.99947,0.99934,0.99934,0.99951,0.99934,0.99952,0.99934,0.99931,0.99929,0.99227,0.99937,0.99935,0.99935,0.99942,0.99951,0.99890
0.84000,0.99947,0.99939,0.99928,0.99935,0.99939,0.99927,0.99940,0.99936,0.99939,0.99243,0.99937,0.99935,0.99951,0.99926,0.99925,1.00011
0.85000,0.99947,0.99928,0.99923,0.99940,0.99928,0.99937,0.99946,0.99931,0.99934,0.99254,0.99932,0.99940,0.99940,0.99952,0.99940,0.99890
0.86000,0.99937,0.99939,0.99923,0.99930,0.99934,0.99922,0.99940,0.99936,0.99934,0.99243,0.99922,0.99940,0.99945,0.99942,0.99940,0.99890
0.87000,0.99947,0.99918,0.99917,0.99940,0.99934,0.99922,0.99940,0.99947,0.99939,0.99264,0.99937,0.99940,0.99940,0.99937,0.99930,0.99890
0.88000,0.99942,0.99923,0.99928,0.99935,0.99928,0.99942,0.99951,0.99931,0.99939,0.99254,0.99932,0.99925,0.99940,0.99931,0.99946,0.99981
0.89000,0.99952,0.99928,0.99923,0.99935,0.99928,0.99942,0.99934,0.99941,0.99945,0.99264,0.99937,0.99940,0.99924,0.99926,0.99925,0.99890
0.90000,0.99947,0.99955,0.99939,0.99924,0.99928,0.99927,0.99940,0.99926,0.99934,0.99269,0.99937,0.99935,0.99940,0.99926,0.99940,0.99950
0.91000,0.99952,0.99934,0.99934,0.99940,0.99934,0.99932,0.99951,0.99936,0.99934,0.99264,0.99932,0.99935,0.99935,0.99937,0.99940,0.99829
0.92000,0.99957,0.99944,0.99939,0.99940,0.99923,0.99922,0.99946,0.99936,0.99929,0.99275,0.99937,0.99940,0.99940,0.99921,0.99935,0.99859
0.93000,0.99957,0.99928,0.99939,0.99946,0.99918,0.99942,0.99934,0.99936,0.99939,0.99290,0.99932,0.99940,0.99940,0.99937,0.99935,0.99890
0.94000,0.99952,0.99950,0.99934,0.99935,0.99918,0.99947,0.99946,0.99910,0.99934,0.99306,0.99942,0.99935,0.99945,0.99931,0.99946,0.99950
0.95000,0.99937,0.99928,0.99939,0.99919,0.99939,0.99927,0.99946,0.99941,0.99945,0.99290,0.99932,0.99940,0.99945,0.99937,0.99951,0.99890
0.96000,0.99937,0.99928,0.99917,0.99935,0.99923,0.99942,0.99940,0.99941,0.99939,0.99306,0.99927,0.99930,0.99940,0.99937,0.99935,0.99890
0.97000,0.99957,0.99955,0.99944,0.99930,0.99934,0.99942,0.99940,0.99936,0.99924,0.99327,0.99932,0.99945,0.99956,0.99931,0.99930,0.99829
0.98000,0.99952,0.99934,0.99939,0.99919,0.99939,0.99927,0.99940,0.99926,0.99929,0.99317,0.99932,0.99935,0.99945,0.99926,0.99951,0.99890
0.99000,0.99947,0.99928,0.99934,0.99946,0.99923,0.99932,0.99934,0.99921,0.99934,0.99338,0.99932,0.99935,0.99940,0.99942,0.99940,0.99920
1.00000,0.99947,0.99934,0.99928,0.99924,0.99944,0.99942,0.99940,0.99936,0.99939,0.99322,0.99927,0.99940,0.99940,0.99931,0.99935,0.99859
1.01000,0.99947,0.99934,0.99944,0.99935,0.99934,0.99932,0.99934,0.99931,0.99934,0.99322,0.99937,0.99935,0.99945,0.99931,0.99940,0.99890
1.02000,0.99947,0.99923,0.99939,0.99924,0.99934,0.99942,0.99929,0.99926,0.99939,0.99332,0.99937,0.99945,0.99935,0.99937,0.99925,0.99920
1.03000,0.99952,0.99923,0.99928,0.99940,0.99934,0.99942,0.99934,0.99947,0.99934,0.99353,0.99932,0.99935,0.99940,0.99926,0.99935,0.99890
1.04000,0.99947,0.99934,0.99928,0.99946,0.99923,0.99932,0.99940,0.99936,0.99934,0.99359,0.99932,0.99935,0.99935,0.99937,0.99946,0.99920
1.05000,0.99952,0.99950,0.99923,0.99940,0.99939,0.99952,0.99940,0.99931,0.99939,0.99353,0.99937,0.99940,0.99930,0.99937,0.99935,0.99981
1.06000,0.99963,0.99928,0.99923,0.99946,0.99934,0.99942,0.99934,0.99926,0.99924,0.99359,0.99927,0.99935,0.99940,0.99942,0.99946,0.99890
1.07000,0.99937,0.99939,0.99923,0.99935,0.99939,0.99937,0.99934,0.99931,0.99934,0.99359,0.99937,0.99940,0.99945,0.99926,0.99935,0.99890
1.08000,0.99942,0.99934,0.99939,0.99930,0.99949,0.99932,0.99934,0.99952,0.99945,0.99359,0.99937,0.99935,0.99930,0.99931,0.99930,0.99950
1.09000,0.99952,0.99928,0.99923,0.99951,0.99934,0.99932,0.99946,0.99941,0.99934,0.99343,0.99937,0.99930,0.99935,0.99947,0.99935,0.99950
1.10000,0.99947,0.99934,0.99944,0.99930,0.99918,0.99937,0.99946,0.99931,0.99939,0.99343,0.99937,0.99940,0.99940,0.99937,0.99946,0.99859
1.11000,0.99937,0.99944,0.99917,0.99951,0.99928,0.99932,0.99934,0.99952,0.99934,0.99322,0.99932,0.99945,0.99935,0.99942,0.99940,0.99890
1.12000,0.99952,0.99928,0.99934,0.99924,0.99944,0.99932,0.99951,0.99921,0.99934,0.99338,0.99927,0.99940,0.99940,0.99942,0.99946,0.99890
1.13000,0.99947,0.99934,0.99939,0.99930,0.99928,0.99947,0.99940,0.99941,0.99929,0.99327,0.99927,0.99925,0.99935,0.99926,0.99930,0.99981
1.14000,0.99942,0.99939,0.99939,0.99924,0.99928,0.99947,0.99946,0.99941,0.99929,0.99301,0.99937,0.99940,0.99930,0.99931,0.99935,0.99890
1.15000,0.99947,0.99944,0.99939,0.99946,0.99923,0.99947,0.99946,0.99931,0.99929,0.99327,0.99937,0.99945,0.99935,0.99937,0.99930,0.99981
1.16000,0.99947,0.99934,0.99944,0.99951,0.99928,0.99927,0.99940,0.99926,0.99934,0.99343,0.99932,0.99935,0.99940,0.99942,0.99946,0.99981
1.17000,0.99947,0.99934,0.99939,0.99935,0.99939,0.99942,0.99946,0.99947,0.99934,0.99369,0.99948,0.99935,0.99940,0.99937,0.99935,0.99859
1.18000,0.99942,0.99934,0.99939,0.99924,0.99934,0.99947,0.99940,0.99941,0.99934,0.99353,0.99927,0.99930,0.99935,0.99942,0.99930,0.99920
1.19000,0.99947,0.99944,0.99923,0.99946,0.99923,0.99937,0.99940,0.99926,0.99939,0.99369,0.99932,0.99940,0.99935,0.99926,0.99940,0.99890
1.20000,0.99957,0.99939,0.99939,0.99924,0.99923,0.99942,0.99946,0.99936,0.99929,0.99390,0.99942,0.99940,0.99940,0.99952,0.99930,0.99859
1.21000,0.99942,0.99950,0.99934,0.99930,0.99934,0.99937,0.99946,0.99931,0.99939,0.99417,0.99932,0.99935,0.99935,0.99947,0.99935,0.99859
1.22000,0.99947,0.99934,0.99934,0.99940,0.99928,0.99937,0.99940,0.99952,0.99939,0.99417,0.99937,0.99935,0.99940,0.99921,0.99930,0.99950
1.23000,0.99952,0.99944,0.99934,0.99940,0.99934,0.99932,0.99951,0.99931,0.99924,0.99417,0.99937,0.99935,0.99930,0.99947,0.99946,0.99859
1.24000,0.99952,0.99939,0.99923,0.99946,0.99934,0.99942,0.99940,0.99931,0.99929,0.99411,0.99932,0.99935,0.99935,0.99937,0.99940,0.99920
1.25000,0.99942,0.99950,0.99923,0.99946,0.99923,0.99942,0.99940,0.99931,0.99934,0.99411,0.99932,0.99935,0.99924,0.99926,0.99940,0.99920
1.26000,0.99947,0.99944,0.99939,0.99919,0.99939,0.99942,0.99946,0.99931,0.99939,0.99390,0.99927,0.99935,0.99940,0.99942,0.99956,0.99920
1.27000,0.99952,0.99928,0.99928,0.99919,0.99949,0.99937,0.99946,0.99936,0.99939,0.99385,0.99937,0.99940,0.99945,0.99926,0.99940,1.00011
1.28000,0.99942,0.99950,0.99934,0.99930,0.99944,0.99947,0.99946,0.99936,0.99934,0.99385,0.99927,0.99935,0.99945,0.99947,0.99930,0.99920
1.29000,0.99937,0.99934,0.99934,0.99924,0.99923,0.99932,0.99951,0.99952,0.99939,0.99401,0.99942,0.99940,0.99945,0.99931,0.99946,0.99920
1.30000,0.99947,0.99939,0.99939,0.99930,0.99923,0.99942,0.99940,0.99936,0.99939,0.99406,0.99927,0.99951,0.99940,0.99942,0.99935,0.99981
1.31000,0.99952,0.99918,0.99939,0.99930,0.99939,0.99927,0.99951,0.99936,0.99934,0.99401,0.99942,0.99945,0.99945,0.99937,0.99951,0.99890
1.32000,0.99947,0.99928,0.99950,0.99951,0.99934,0.99942,0.99946,0.99941,0.99924,0.99390,0.99937,0.99940,0.99935,0.99937,0.99930,0.99950
1.33000,0.99947,0.99923,0.99939,0.99930,0.99928,0.99942,0.99946,0.99926,0.99939,0.99390,0.99932,0.99930,0.99961,0.99931,0.99935,0.99829
1.34000,0.99947,0.99939,0.99928,0.99946,0.99923,0.99942,0.99940,0.99921,0.99939,0.99390,0.99932,0.99940,0.99924,0.99937,0.99940,0.99859
1.35000,0.99952,0.99907,0.99934,0.99930,0.99939,0.99937,0.99934,0.99941,0.99929,0.99390,0.99937,0.99935,0.99930,0.99937,0.99935,0.99981
1.36000,0.99957,0.99934,0.99944,0.99930,0.99939,0.99932,0.99940,0.99941,0.99950,0.99369,0.99937,0.99935,0.99940,0.99937,0.99940,0.99890
1.37000,0.99952,0.99934,0.99939,0.99946,0.99923,0.99937,0.99951,0.99936,0.99934,0.99380,0.99932,0.99940,0.99951,0.99931,0.99951,0.99829
1.38000,0.99957,0.99934,0.99928,0.99946,0.99928,0.99947,0.99934,0.99931,0.99934,0.99375,0.99927,0.99940,0.99930,0.99952,0.99935,0.99981
1.39000,0.99942,0.99934,0.99928,0.99935,0.99918,0.99942,0.99934,0.99931,0.99939,0.99364,0.99942,0.99945,0.99924,0.99942,0.99935,0.99798
1.40000,0.99942,0.99928,0.99923,0.99951,0.99928,0.99937,0.99934,0.99931,0.99934,0.99369,0.99937,0.99935,0.99945,0.99921,0.99940,0.99950
1.41000,0.99942,0.99939,0.99934,0.99930,0.99934,0.99947,0.99951,0.99952,0.99934,0.99375,0.99937,0.99945,0.99940,0.99931,0.99940,0.99920
1.42000,0.99942,0.99944,0.99939,0.99924,0.99918,0.99947,0.99934,0.99936,0.99934,0.99369,0.99932,0.99940,0.99924,0.99937,0.99940,0.99981
1.43000,0.99947,0.99950,0.99944,0.99930,0.99939,0.99937,0.99940,0.99947,0.99939,0.99369,0.99927,0.99945,0.99945,0.99926,0.99935,0.99890
1.44000,0.99947,0.99939,0.99934,0.99940,0.99934,0.99937,0.99917,0.99931,0.99939,0.99380,0.99922,0.99935,0.99945,0.99931,0.99930,1.00011
1.45000,0.99932,0.99939,0.99928,0.99956,0.99934,0.99937,0.99946,0.99941,0.99945,0.99369,0.99932,0.99935,0.99935,0.99926,0.99940,0.99920
1.46000,0.99957,0.99939,0.99939,0.99935,0.99923,0.99942,0.99934,0.99931,0.99929,0.99359,0.99927,0.99940,0.99930,0.99947,0.99930,0.99859
1.47000,0.99947,0.99923,0.99923,0.99930,0.99939,0.99937,0.99946,0.99931,0.99939,0.99348,0.99942,0.99935,0.99951,0.99942,0.99935,0.99890
1.48000,0.99947,0.99928,0.99934,0.99940,0.99928,0.99927,0.99946,0.99931,0.99934,0.99375,0.99927,0.99940,0.99935,0.99937,0.99940,0.99920
1.49000,0.99963,0.99944,0.99934,0.99919,0.99939,0.99942,0.99946,0.99931,0.99934,0.99375,0.99927,0.99930,0.99945,0.99947,0.99935,0.99829
1.50000,0.99947,0.99923,0.99939,0.99946,0.99928,0.99947,0.99951,0.99931,0.99929,0.99401,0.99932,0.99945,0.99935,0.99952,0.99930,0.99890
1.51000,0.99952,0.99950,0.99939,0.99935,0.99934,0.99942,0.99940,0.99926,0.99934,0.99396,0.99937,0.99945,0.99951,0.99931,0.99951,0.99859
1.52000,0.99952,0.99928,0.99934,0.99951,0.99928,0.99942,0.99946,0.99947,0.99934,0.99396,0.99937,0.99935,0.99924,0.99931,0.99946,0.99920
1.53000,0.99947,0.99934,0.99944,0.99924,0.99934,0.99942,0.99929,0.99947,0.99945,0.99396,0.99932,0.99935,0.99940,0.99947,0.99940,0.99981
1.54000,0.99968,0.99944,0.99939,0.99935,0.99949,0.99927,0.99946,0.99936,0.99934,0.99375,0.99932,0.99945,0.99945,0.99937,0.99935,0.99981
1.55000,0.99942,0.99944,0.99934,0.99935,0.99934,0.99937,0.99951,0.99941,0.99939,0.99396,0.99942,0.99945,0.99951,0.99921,0.99946,0.99920
1.56000,0.99952,0.99939,0.99944,0.99956,0.99939,0.99947,0.99957,0.99941,0.99929,0.99380,0.99922,0.99930,0.99935,0.99942,0.99935,0.99981
1.57000,0.99952,0.99923,0.99944,0.99924,0.99944,0.99932,0.99951,0.99936,0.99945,0.99369,0.99932,0.99945,0.99961,0.99937,0.99940,0.99890
1.58000,0.99952,0.99960,0.99955,0.99946,0.99949,0.99952,0.99968,0.99936,0.99939,0.99369,0.99942,0.99951,0.99961,0.99942,0.99940,0.99829
1.59000,1.00004,0.99976,0.99982,0.99967,0.99985,0.99993,1.00014,0.99952,0.99934,0.99359,0.99984,0.99961,0.99993,0.99947,0.99935,0.99920
1.60000,1.00106,1.00067,1.00090,1.00014,1.00082,1.00095,1.00099,0.99947,0.99939,0.99375,1.00088,1.00018,1.00071,0.99984,0.99930,1.00041
