IMPERIAL COLLEGE SUPERSONIC WIND TUNNEL -  CONTROLLER RESULTS FILE 
Run time: 09:28:01 21-11-2022
Barometric pressure: 0.9994 BarA
Nozzle: Mach 2.0
Camera delay (ms): 0.0000
Time[s],PV[BarA],SP[BarA],IO[mA]
7.80000,1.01650,1.06816,9.11924
7.81000,1.01468,1.06816,9.12729
7.82100,1.01255,1.06816,9.13734
7.83100,1.01377,1.06816,9.15278
7.84300,1.01468,1.06816,9.15705
7.85400,1.01650,1.06816,9.16219
7.86400,1.02044,1.06816,9.15870
7.87400,1.01741,1.06816,9.16021
7.88800,1.01437,1.06816,9.15914
7.89900,1.02075,1.06816,9.15919
7.92100,1.02075,1.06816,9.16572
7.93100,1.02105,1.06816,9.17222
7.94300,1.01407,1.06816,9.17225
7.95400,1.02196,1.06816,9.17344
7.96400,1.01862,1.06816,9.17975
7.97400,1.01194,1.06816,9.21125
8.01200,1.01134,1.06816,9.23514
8.03500,1.01528,1.06816,9.24307
8.04600,1.01892,1.06816,9.25304
8.05600,1.01680,1.06816,9.26100
8.06900,1.01619,1.06816,9.25440
8.07900,1.01710,1.06816,9.25233
8.09000,1.01650,1.06816,9.25817
8.10000,1.01559,1.06816,9.27070
8.11000,1.01619,1.06816,9.27275
8.12000,1.01680,1.06816,9.27722
8.13000,1.01589,1.06816,9.28374
8.14000,1.01892,1.06816,9.29094
8.15200,1.01710,1.06816,9.28858
8.16200,1.01680,1.06816,9.29207
8.17200,1.01437,1.06816,9.29896
8.18200,1.01559,1.06816,9.31315
8.19600,1.01862,1.06816,9.31603
8.20700,1.01801,1.06816,9.31932
8.21700,1.01862,1.06816,9.31938
8.22700,1.01680,1.06816,9.32753
8.24500,1.01741,1.06816,9.32826
8.25600,1.01710,1.06816,9.33514
8.26600,1.01832,1.06816,9.34649
8.27900,1.01771,1.06816,9.34742
8.28900,1.01771,1.06816,9.35109
8.29900,1.01437,1.06816,9.35825
8.30900,1.01407,1.06816,9.37384
8.32000,1.01589,1.06816,9.37986
8.33000,1.02014,1.06816,9.38305
8.34000,1.01892,1.06816,9.38342
8.35100,1.01832,1.06816,9.38628
8.36300,1.01650,1.06816,9.38316
8.37300,1.01680,1.06816,9.38894
8.38400,1.01771,1.06816,9.39823
8.39400,1.01710,1.06816,9.41027
8.40600,1.01862,1.06816,9.41099
8.41600,1.01801,1.06816,9.41261
8.42600,1.01741,1.06816,9.41658
8.43600,1.01710,1.06816,9.42622
8.44600,1.01619,1.06816,9.42915
8.45600,1.01892,1.06816,9.43442
8.46700,1.02014,1.06816,9.43659
8.47700,1.02044,1.06816,9.44143
8.48900,1.01771,1.06816,9.43892
8.49900,1.01892,1.06816,9.44111
8.50900,1.01862,1.06816,9.44747
8.51900,1.01892,1.06816,9.45840
8.53000,1.01710,1.06816,9.46203
8.54100,1.01983,1.06816,9.46625
8.55100,1.01741,1.06816,9.47186
8.56100,1.01862,1.06816,9.48520
8.57800,1.02014,1.06816,9.48397
8.58900,1.01953,1.06816,9.48642
8.59900,1.01710,1.06816,9.49302
8.61500,1.01923,1.06816,9.49924
8.62500,1.01862,1.06816,9.50417
8.63600,1.02044,1.06816,9.50960
8.64600,1.01832,1.06816,9.51815
8.65700,1.02105,1.06816,9.51553
8.66800,1.01953,1.06816,9.51835
8.67900,1.01892,1.06816,9.52367
8.68900,1.01923,1.06816,9.53344
8.69900,1.02226,1.06816,9.53148
8.70900,1.02105,1.06816,9.53383
8.72000,1.02014,1.06816,9.53677
8.73000,1.02166,1.06816,9.54430
8.74500,1.01923,1.06816,9.54563
8.75600,1.01983,1.06816,9.55387
8.76600,1.01953,1.06816,9.56078
8.77600,1.02196,1.06816,9.57086
8.79100,1.01983,1.06816,9.57235
8.80100,1.02075,1.06816,9.57438
8.81200,1.01923,1.06816,9.57978
8.82700,1.01983,1.06816,9.58858
8.83800,1.02075,1.06816,9.59403
8.84900,1.02014,1.06816,9.59924
8.85900,1.02196,1.06816,9.61715
8.89400,1.02075,1.06816,9.61602
8.91200,1.02044,1.06816,9.62261
8.92200,1.02075,1.06816,9.62653
8.93200,1.02014,1.06816,9.63188
8.94200,1.02257,1.06816,9.64301
8.95800,1.02044,1.06816,9.64286
8.96900,1.02166,1.06816,9.64625
8.97900,1.02105,1.06816,9.65041
8.99700,1.02044,1.06816,9.65872
9.00700,1.02105,1.06816,9.66483
9.01800,1.02105,1.06816,9.66915
9.02800,1.02105,1.06816,9.67928
9.04000,1.02105,1.06816,9.68024
9.05000,1.02196,1.06816,9.68228
9.06100,1.02257,1.06816,9.68505
9.07100,1.02014,1.06816,9.69707
9.09000,1.02105,1.06816,9.69944
9.10000,1.02166,1.06816,9.70397
9.11000,1.02226,1.06816,9.71321
9.12300,1.02408,1.06816,9.71156
9.13400,1.01953,1.06816,9.71417
9.14400,1.02226,1.06816,9.71869
9.15400,1.02499,1.06816,9.72506
9.16800,1.02499,1.06816,9.72285
9.17800,1.02348,1.06816,9.72456
9.18800,1.02044,1.06816,9.72754
9.19800,1.02196,1.06816,9.73820
9.21000,1.02226,1.06816,9.74444
9.22000,1.02226,1.06816,9.75200
9.23000,1.02439,1.06816,9.75427
9.24000,1.02348,1.06816,9.75828
9.25200,1.02348,1.06816,9.75713
9.26200,1.02166,1.06816,9.76131
9.27300,1.02317,1.06816,9.76647
9.28300,1.02257,1.06816,9.77773
9.29500,1.02317,1.06816,9.77947
9.30600,1.02439,1.06816,9.78189
9.31600,1.02439,1.06816,9.78255
9.32600,1.02317,1.06816,9.79330
9.34500,1.02408,1.06816,9.79300
9.35500,1.02287,1.06816,9.79695
9.36500,1.02408,1.06816,9.80763
9.37900,1.02257,1.06816,9.81024
9.39000,1.02257,1.28575,11.50825
9.47200,1.02257,1.28575,11.63363
9.52200,1.02348,1.28575,11.68193
9.53800,1.02348,1.28575,11.68953
9.54900,1.02348,1.28575,11.71570
9.56000,1.02530,1.28575,11.73997
9.57100,1.02348,1.28575,11.78058
9.58200,1.02317,1.28575,11.79090
9.59200,1.02530,1.28575,11.81690
9.60200,1.02439,1.28575,11.84108
9.61200,1.02560,1.28575,11.89783
9.62800,1.02530,1.28575,11.90189
9.63900,1.02742,1.28575,11.92245
9.64900,1.02803,1.28575,11.94508
9.66400,1.02651,1.28575,11.97856
9.67400,1.02560,1.28575,12.00261
9.68400,1.02651,1.28575,12.02496
9.69400,1.02712,1.28575,12.08599
9.70900,1.02621,1.28575,12.09243
9.72000,1.03076,1.28575,12.11246
9.73000,1.03197,1.28575,12.13032
9.74000,1.03167,1.28575,12.23009
9.77900,1.02803,1.28575,12.27219
9.79600,1.02681,1.28575,12.28072
9.80600,1.03106,1.28575,12.30601
9.81700,1.02712,1.28575,12.34105
9.82800,1.02864,1.28575,12.39158
9.83800,1.03288,1.28575,12.39039
9.84800,1.03319,1.28575,12.40464
9.85800,1.03713,1.28575,12.42111
9.86800,1.03379,1.28575,12.47176
9.88600,1.03288,1.28575,12.46905
9.89700,1.03562,1.28575,12.49305
9.90700,1.03592,1.28575,12.54668
9.92200,1.03501,1.28575,12.55464
9.93200,1.03744,1.28575,12.57110
9.94200,1.03683,1.28575,12.59223
9.95200,1.03895,1.28575,12.63835
9.96600,1.04047,1.28575,12.63820
9.97700,1.04017,1.28575,12.65454
9.98700,1.04169,1.28575,12.67155
9.99700,1.04047,1.28575,12.75088
10.02400,1.04411,1.28575,12.75252
10.03400,1.04745,1.28575,12.78016
10.05600,1.04927,1.28575,12.80401
10.06600,1.04593,1.28575,12.81219
10.07600,1.04745,1.28575,12.82665
10.08600,1.04836,1.28575,12.87726
10.10100,1.05322,1.28575,12.87638
10.11100,1.05352,1.28575,12.88760
10.12100,1.05352,1.28575,12.90494
10.19600,1.05079,1.28575,13.06873
10.23200,1.05261,1.28575,13.13980
10.24200,1.05291,1.28575,13.16541
10.26100,1.05716,1.28575,13.20222
10.27100,1.06202,1.28575,13.21144
10.28200,1.06718,1.28575,13.21671
10.30200,1.06778,1.28575,13.23045
10.31200,1.07203,1.28575,13.22264
10.32200,1.07294,1.28575,13.22064
10.33200,1.07234,1.28575,13.28278
10.36200,1.07476,1.28575,13.28010
10.37200,1.08114,1.28575,13.30321
10.38400,1.08326,1.28575,13.29214
10.39400,1.08417,1.28575,13.29105
10.40500,1.08630,1.28575,13.29193
10.41500,1.08569,1.28575,13.31993
10.42800,1.08933,1.28575,13.31361
10.43800,1.09297,1.28575,13.31735
10.44900,1.09297,1.28575,13.32453
10.45900,1.09479,1.28575,13.36520
10.47900,1.09661,1.28575,13.35582
10.48900,1.10238,1.28575,13.35449
10.49900,1.10481,1.28575,13.37583
10.51300,1.10966,1.28575,13.35707
10.52300,1.11270,1.28575,13.34731
10.53300,1.11755,1.28575,13.33403
10.54400,1.12089,1.28575,13.38002
10.58100,1.12423,1.28575,13.38507
10.59800,1.12636,1.28575,13.36485
10.60800,1.13728,1.28575,13.34593
10.61900,1.14062,1.28575,13.32785
10.63000,1.14456,1.28575,13.33194
10.64700,1.14881,1.28575,13.29860
10.65700,1.15761,1.28575,13.27076
10.66700,1.16186,1.28575,13.26961
10.68600,1.16277,1.28575,13.23749
10.69600,1.17036,1.28575,13.21241
10.70700,1.17522,1.28575,13.19189
10.72600,1.17855,1.28575,13.18268
10.73700,1.18462,1.28575,13.15832
10.74800,1.18675,1.28575,13.13856
10.78400,1.19130,1.28575,13.14414
10.79400,1.20131,1.28575,13.12872
10.80800,1.20405,1.28575,13.09385
10.81800,1.21103,1.28575,13.06332
10.82900,1.21436,1.28575,13.02882
10.83900,1.21740,1.28575,13.00874
10.85100,1.22074,1.28575,12.98109
10.86100,1.22347,1.28575,12.96049
10.87100,1.22225,1.28575,12.94917
10.88100,1.22529,1.28575,12.94761
10.89400,1.22741,1.28575,12.93605
10.90400,1.22863,1.28575,12.93045
10.91400,1.23348,1.28575,12.92150
10.92400,1.23530,1.28575,12.91347
10.93600,1.23621,1.28575,12.89835
10.94600,1.24350,1.28575,12.88108
10.95700,1.24350,1.28575,12.86464
10.96700,1.24502,1.28575,12.86610
11.00400,1.24623,1.28575,12.85736
11.02100,1.24896,1.28575,12.84346
11.03100,1.25533,1.28575,12.83017
11.04200,1.25624,1.28575,12.81395
11.05200,1.25715,1.28575,12.80110
11.06300,1.25989,1.28575,12.78209
11.07300,1.26171,1.28575,12.76832
11.08400,1.26019,1.28575,12.76247
11.09400,1.26322,1.28575,12.76013
11.11300,1.26444,1.28575,12.75111
11.12300,1.26535,1.28575,12.74534
11.13300,1.26656,1.28575,12.74264
11.15200,1.27081,1.28575,12.72978
11.16300,1.27142,1.28575,12.71904
11.17500,1.27203,1.28575,12.71067
11.18700,1.27142,1.28575,12.70121
11.19800,1.27385,1.28575,12.69461
11.20800,1.27415,1.28575,12.69099
11.21800,1.27324,1.28575,12.69025
11.23100,1.27324,1.28575,12.68802
11.24100,1.27415,1.28575,12.68667
11.25100,1.27536,1.28575,12.68624
11.26100,1.27597,1.28575,12.68504
11.27200,1.27506,1.28575,12.68164
11.28300,1.27597,1.28575,12.67920
11.29300,1.27688,1.28575,12.67697
11.30300,1.27688,1.28575,12.67646
11.31300,1.27779,1.28575,12.67352
11.32300,1.27961,1.28575,12.66852
11.33300,1.27901,1.28575,12.66432
11.34300,1.27840,1.28575,12.66265
11.35500,1.27931,1.28575,12.65995
11.36500,1.27749,1.28575,12.66115
11.37600,1.27718,1.28575,12.66540
11.38700,1.28083,1.28575,12.66563
11.39700,1.27931,1.28575,12.66391
11.40700,1.27961,1.28575,12.66288
11.41800,1.27992,1.28575,12.65950
11.42800,1.27992,1.28575,12.65829
11.43800,1.28052,1.28575,12.65832
11.44900,1.28295,1.28575,12.65452
11.46000,1.28386,1.28575,12.64860
11.47000,1.28325,1.28575,12.64327
11.48200,1.28386,1.28575,12.63741
11.49300,1.28599,1.28575,12.63137
11.50300,1.28599,1.28575,12.62694
11.51300,1.28629,1.28575,12.62276
11.52700,1.28659,1.28575,12.61770
11.53700,1.28386,1.28575,12.61728
11.54700,1.28295,1.28575,12.62185
11.56600,1.28356,1.28575,12.62677
11.57600,1.28356,1.28575,12.63176
11.58700,1.28356,1.28575,12.63530
11.59700,1.28507,1.28575,12.63420
11.61500,1.28720,1.28575,12.62882
11.62600,1.28629,1.28575,12.62364
11.63600,1.28811,1.28575,12.61707
11.65000,1.28902,1.28575,12.60941
11.66000,1.28872,1.28575,12.60422
11.67000,1.28750,1.28575,12.60207
11.68100,1.28750,1.28575,12.60056
11.69900,1.28690,1.28575,12.60281
11.71000,1.28386,1.28575,12.60920
11.72000,1.28447,1.28575,12.61595
11.73500,1.28599,1.28575,12.61960
11.74500,1.28507,1.28575,12.62274
11.75600,1.28477,1.28575,12.62419
11.76600,1.28507,1.28575,12.62290
11.77900,1.28507,1.28575,12.62289
11.79000,1.28659,1.28575,12.62231
11.80000,1.28750,1.28575,12.61861
11.81000,1.28781,1.28575,12.61376
11.82000,1.28720,1.28575,12.60971
11.83100,1.28690,1.28575,12.60728
11.84100,1.28659,1.28575,12.60754
11.85100,1.28750,1.28575,12.60806
11.86400,1.28568,1.28575,12.61005
11.87400,1.28416,1.28575,12.61391
11.88500,1.28356,1.28575,12.61885
11.98000,1.28325,1.28575,12.62519
12.01600,1.28295,1.28575,12.63159
12.02600,1.28325,1.28575,12.63537
12.04200,1.28386,1.28575,12.63599
12.05200,1.28507,1.28575,12.63420
12.06300,1.28447,1.28575,12.63173
12.07900,1.28356,1.28575,12.63053
12.08900,1.28174,1.28575,12.63249
12.09900,1.28265,1.28575,12.63615
12.11000,1.28204,1.28575,12.64129
12.12900,1.28174,1.28575,12.64519
12.13900,1.28507,1.28575,12.64389
12.14900,1.28659,1.28575,12.63786
12.16300,1.28690,1.28575,12.63039
12.17300,1.28932,1.28575,12.61943
12.18300,1.28720,1.28575,12.61088
12.19300,1.28720,1.28575,12.60784
12.20800,1.28599,1.28575,12.60829
12.21800,1.28599,1.28575,12.61128
12.22800,1.28416,1.28575,12.61738
12.24600,1.28599,1.28575,12.62060
12.25700,1.28568,1.28575,12.62225
12.26800,1.28356,1.28575,12.62497
12.27800,1.28477,1.28575,12.62677
12.29000,1.28295,1.28575,12.62892
12.30100,1.28295,1.28575,12.63398
12.31100,1.28416,1.28575,12.63620
12.32100,1.28447,1.28575,12.63605
12.33300,1.28143,1.28575,12.63855
12.34300,1.28083,1.28575,12.64197
12.35300,1.28174,1.28575,12.64581
12.36300,1.28083,1.28575,12.65197
12.38000,1.27901,1.28575,12.65815
12.39100,1.28052,1.28575,12.66081
12.40100,1.28174,1.28575,12.66195
12.41800,1.28174,1.28575,12.66146
12.42800,1.28204,1.28575,12.65879
12.43800,1.28234,1.28575,12.65473
12.44800,1.28325,1.28575,12.65214
12.45800,1.28386,1.28575,12.64902
12.46900,1.28416,1.28575,12.64555
12.47900,1.28447,1.28575,12.64204
12.48900,1.28356,1.28575,12.64038
12.50200,1.28174,1.28575,12.64219
12.51200,1.28083,1.28575,12.64717
12.52300,1.27809,1.28575,12.65628
12.53300,1.27809,1.28575,12.66741
12.54400,1.27779,1.28575,12.67594
12.55400,1.27870,1.28575,12.68175
12.56400,1.27840,1.28575,12.68460
12.57400,1.27961,1.28575,12.68464
12.59100,1.28174,1.28575,12.67980
12.60100,1.28113,1.28575,12.67484
12.61100,1.28083,1.28575,12.67136
12.62700,1.27870,1.28575,12.67106
12.63700,1.28083,1.28575,12.67229
12.64700,1.28174,1.28575,12.67306
12.65800,1.28325,1.28575,12.67121
12.67000,1.28325,1.28575,12.66575
12.68000,1.28599,1.28575,12.65684
12.69100,1.28477,1.28575,12.65019
12.70100,1.28447,1.28575,12.64657
12.71300,1.28507,1.28575,12.64395
12.72300,1.28386,1.28575,12.64401
12.73300,1.28204,1.28575,12.64881
12.74300,1.28204,1.28575,12.65363
12.75400,1.28174,1.28575,12.65857
12.76400,1.27931,1.28575,12.66628
12.77400,1.28022,1.28575,12.67229
12.78500,1.28234,1.28575,12.67429
12.79800,1.28507,1.28575,12.67080
12.80900,1.28629,1.28575,12.66257
12.82000,1.28356,1.28575,12.65435
12.83000,1.28629,1.28575,12.64746
12.84000,1.28447,1.28575,12.64455
12.85200,1.28690,1.28575,12.64383
12.86300,1.28629,1.28575,12.64172
12.87400,1.28690,1.28575,12.63816
12.88500,1.28599,1.28575,12.63688
12.89500,1.28629,1.28575,12.63551
12.90600,1.28659,1.28575,12.63578
12.91600,1.28690,1.28575,12.63521
12.92700,1.28690,1.28575,12.63458
12.93700,1.28690,1.28575,12.63316
12.94700,1.28690,1.28575,12.63223
12.95700,1.28568,1.28575,12.63298
12.96800,1.28690,1.28575,12.63376
12.97800,1.28781,1.28575,12.63277
12.98900,1.28568,1.28575,12.63328
12.99900,1.28447,1.28575,12.63565
13.01000,1.28447,1.28575,12.63856
13.02000,1.28356,1.28575,12.64429
13.03100,1.28416,1.28575,12.64958
13.04100,1.28507,1.28575,12.65080
13.05900,1.28477,1.28575,12.65011
13.06900,1.28265,1.28575,12.65129
13.07900,1.28234,1.28575,12.65391
13.09200,1.28113,1.28575,12.65897
13.10200,1.28204,1.28575,12.66492
13.11200,1.28143,1.28575,12.66900
13.12200,1.28143,1.28575,12.67167
13.13500,1.28143,1.28575,12.67252
13.14500,1.28204,1.28575,12.67233
13.15500,1.28325,1.28575,12.67105
13.16500,1.28356,1.28575,12.66841
13.17800,1.28174,1.28575,12.66672
13.18800,1.28265,1.28575,12.66592
13.19800,1.28356,1.28575,12.66508
13.20800,1.28325,1.28575,12.66558
13.21900,1.28447,1.28575,12.66369
13.23000,1.28538,1.28575,12.65895
13.24000,1.28507,1.28575,12.65535
13.25000,1.28447,1.28575,12.65343
13.26400,1.28204,1.28575,12.65474
13.27500,1.27840,1.28575,12.66346
13.28500,1.28022,1.28575,12.67355
13.29500,1.28113,1.28575,12.68134
13.30500,1.27992,1.28575,12.68667
13.31500,1.28174,1.28575,12.68649
13.32600,1.28174,1.28575,12.68259
13.33600,1.28143,1.28575,12.68178
13.34700,1.28143,1.28575,12.68055
13.35800,1.28204,1.28575,12.67896
13.36900,1.28052,1.28575,12.68047
13.37900,1.27992,1.28575,12.68379
13.39100,1.27627,1.28575,12.69034
13.40100,1.27627,1.28575,12.70004
13.41100,1.27870,1.28575,12.70711
13.42100,1.27809,1.28575,12.71209
13.43400,1.27779,1.28575,12.71319
13.44500,1.27901,1.28575,12.71014
13.45500,1.27992,1.28575,12.70687
13.46500,1.28113,1.28575,12.70438
13.47500,1.27992,1.28575,12.70038
13.48600,1.28234,1.28575,12.69562
13.49600,1.28416,1.28575,12.68921
13.50700,1.28447,1.28575,12.68341
13.52600,1.28477,1.28575,12.67664
13.53600,1.28204,1.28575,12.67304
13.54600,1.28234,1.28575,12.67462
13.56000,1.28234,1.28575,12.67833
13.57000,1.28356,1.28575,12.68108
13.58000,1.28234,1.28575,12.68290
13.59000,1.28325,1.28575,12.68228
13.60500,1.28356,1.28575,12.68053
13.61500,1.28113,1.28575,12.68201
13.62600,1.28204,1.28575,12.68470
13.63700,1.28325,1.28575,12.68518
13.64700,1.28174,1.28575,12.68703
13.65700,1.28265,1.28575,12.68788
13.66800,1.28143,1.28575,12.68761
13.67800,1.28325,1.28575,12.68814
13.68900,1.28416,1.28575,12.68630
13.69900,1.28568,1.28575,12.68141
13.70900,1.28629,1.28575,12.67500
13.72000,1.28629,1.28575,12.66815
13.73600,1.28629,1.28575,12.66358
13.74600,1.28659,1.28575,12.66063
13.75600,1.28690,1.28575,12.65910
13.77300,1.28599,1.28575,12.65890
13.78400,1.28477,1.28575,12.66061
13.79400,1.28295,1.28575,12.66529
13.80400,1.28356,1.28575,12.67120
13.81700,1.28234,1.28575,12.67761
13.82700,1.28174,1.28575,12.68380
13.83800,1.28295,1.28575,12.68684
13.84800,1.28174,1.28575,12.68913
13.85900,1.28204,1.28575,12.69114
13.86900,1.28265,1.28575,12.69097
13.88000,1.28416,1.28575,12.68899
13.89000,1.28538,1.28575,12.68541
13.90100,1.28659,1.28575,12.67816
13.91100,1.28659,1.28575,12.67090
13.92100,1.28447,1.28575,12.66740
13.93100,1.28265,1.28575,12.66964
13.94800,1.28174,1.28575,12.67611
13.95900,1.28356,1.28575,12.68267
13.96900,1.28234,1.28575,12.68828
13.98400,1.28113,1.28575,12.69198
13.99400,1.28265,1.28575,12.69271
14.00400,1.28234,1.28575,12.69305
14.01400,1.28174,1.28575,12.69569
14.02900,1.28052,1.28575,12.69730
14.03900,1.27931,1.28575,12.70101
14.05000,1.27992,1.28575,12.70633
14.06000,1.27992,1.28575,12.71105
14.07000,1.28052,1.28575,12.71281
14.08100,1.27870,1.28575,12.71447
14.09100,1.27749,1.28575,12.71779
14.10100,1.27779,1.28575,12.72291
14.11300,1.27718,1.28575,12.72772
14.12300,1.27656,1.28575,12.73358
14.13300,1.27656,1.28575,12.73725
14.14300,1.27686,1.28575,12.74032
14.15400,1.27534,1.28575,12.74325
14.16500,1.27899,1.28575,12.74304
14.17500,1.27899,1.28575,12.73981
14.18500,1.27868,1.28575,12.73767
14.19600,1.27413,1.28575,12.73847
14.20600,1.27595,1.28575,12.74175
14.21700,1.27717,1.28575,12.74670
14.22700,1.27990,1.28575,12.74781
14.24500,1.27929,1.28575,12.74469
14.25600,1.28415,1.28575,12.73272
14.26600,1.28415,1.28575,12.72017
14.27700,1.28293,1.28575,12.71212
14.28900,1.28415,1.28575,12.70537
14.29900,1.28384,1.28575,12.70087
14.31000,1.28506,1.28575,12.70032
14.32800,1.28415,1.28575,12.69923
14.33800,1.28232,1.28575,12.69997
14.34800,1.28263,1.28575,12.70274
14.35800,1.28172,1.28575,12.70705
14.36900,1.28293,1.28575,12.71092
14.38000,1.28111,1.28575,12.71400
14.39000,1.27990,1.28575,12.71784
14.40000,1.27899,1.28575,12.72393
14.41600,1.28020,1.28575,12.72823
14.42700,1.27959,1.28575,12.73286
14.43700,1.27990,1.28575,12.73492
14.45300,1.28020,1.28575,12.73494
14.46300,1.28141,1.28575,12.73291
14.47300,1.28202,1.28575,12.73038
14.48300,1.28293,1.28575,12.72663
14.50100,1.28324,1.28575,12.72147
14.51100,1.28597,1.28575,12.71453
14.52200,1.28748,1.28575,12.70586
14.53700,1.28657,1.28575,12.69819
14.54700,1.28597,1.28575,12.69280
14.55700,1.28566,1.28575,12.69026
14.56700,1.28354,1.28575,12.69391
14.58000,1.28384,1.28575,12.69971
14.59000,1.28263,1.28575,12.70536
14.60000,1.28384,1.28575,12.70971
14.61000,1.28384,1.28575,12.71185
14.62100,1.28324,1.28575,12.71217
14.63100,1.28232,1.28575,12.71356
14.64100,1.28141,1.28575,12.71608
14.65100,1.27959,1.28575,12.72277
14.66300,1.27899,1.28575,12.73031
14.67300,1.27838,1.28575,12.73810
14.68400,1.27990,1.28575,12.74321
14.69400,1.27990,1.28575,12.74583
14.70500,1.27959,1.28575,12.74531
14.71600,1.28202,1.28575,12.74195
14.72700,1.28263,1.28575,12.73677
14.73700,1.28293,1.28575,12.73255
14.74700,1.28263,1.28575,12.72762
14.75700,1.28232,1.28575,12.72463
14.76700,1.28202,1.28575,12.72518
14.77700,1.28232,1.28575,12.72679
14.79100,1.28232,1.28575,12.72770
14.80100,1.28202,1.28575,12.72862
14.81100,1.28172,1.28575,12.72960
14.82100,1.28263,1.28575,12.73027
14.83800,1.28324,1.28575,12.72920
14.84800,1.28050,1.28575,12.73061
14.85900,1.27899,1.28575,12.73495
14.87500,1.27929,1.28575,12.74064
14.88500,1.27929,1.28575,12.74720
14.89500,1.28111,1.28575,12.75082
14.90500,1.28293,1.28575,12.74802
14.91700,1.28202,1.28575,12.74251
14.92800,1.28324,1.28575,12.73698
14.93900,1.28141,1.28575,12.73379
14.94900,1.28141,1.28575,12.73511
14.96000,1.28384,1.28575,12.73468
14.97000,1.28324,1.28575,12.73331
14.98000,1.28354,1.28575,12.73206
14.99000,1.28263,1.28575,12.72993
15.00100,1.28202,1.28575,12.73014
15.01100,1.28263,1.28575,12.73250
15.02100,1.28384,1.28575,12.73277
15.03100,1.28232,1.28575,12.73382
15.04400,1.28263,1.28575,12.73364
15.05400,1.28293,1.28575,12.73299
15.06500,1.28445,1.28575,12.73201
15.07500,1.28415,1.28575,12.73078
15.08800,1.28324,1.28575,12.72886
15.09900,1.28232,1.28575,12.72929
15.10900,1.28202,1.28575,12.73184
15.13000,1.28081,1.28575,12.73761
15.14000,1.27990,1.28575,12.74394
15.15000,1.28081,1.28575,12.74848
15.16000,1.28324,1.28575,12.74925
15.17100,1.28172,1.28575,12.74803
15.18200,1.28324,1.28575,12.74463
15.19300,1.28324,1.28575,12.74006
15.21100,1.28415,1.28575,12.73703
15.22200,1.28141,1.28575,12.73762
15.23200,1.27808,1.28575,12.74285
15.24200,1.28081,1.28575,12.74959
15.25400,1.28263,1.28575,12.75260
15.26400,1.28232,1.28575,12.75407
15.27400,1.28354,1.28575,12.74945
15.28400,1.28475,1.28575,12.74164
15.30300,1.28232,1.28575,12.73873
15.32300,1.28445,1.28575,12.73728
15.34200,1.28384,1.28575,12.73552
15.35200,1.28293,1.28575,12.73687
15.36200,1.28202,1.28575,12.73957
15.37200,1.28293,1.28575,12.74107
15.38600,1.28415,1.28575,12.74209
15.39600,1.28293,1.28575,12.74244
15.40600,1.28232,1.28575,12.74273
15.41700,1.28324,1.28575,12.74237
15.42700,1.28384,1.28575,12.74209
15.43800,1.28415,1.28575,12.74173
15.44900,1.28475,1.28575,12.73889
15.46000,1.28415,1.28575,12.73631
15.47000,1.28324,1.28575,12.73612
15.48000,1.28354,1.28575,12.73722
15.49000,1.28384,1.28575,12.73853
15.50000,1.28354,1.28575,12.74038
15.51100,1.28081,1.28575,12.74368
15.52100,1.28081,1.28575,12.74826
15.53100,1.28081,1.28575,12.75351
15.54100,1.28172,1.28575,12.75831
15.55200,1.27686,1.28575,12.76475
15.56200,1.27565,1.28575,12.77318
15.57200,1.27717,1.28575,12.78117
15.58200,1.27808,1.28575,12.78861
15.59400,1.28081,1.28575,12.78895
15.60400,1.28263,1.28575,12.78012
15.61400,1.28141,1.28575,12.77106
15.62500,1.28141,1.28575,12.76538
15.63500,1.28081,1.28575,12.76222
15.64500,1.28172,1.28575,12.76291
15.65600,1.28202,1.28575,12.76382
15.66600,1.28020,1.28575,12.76549
15.67800,1.27838,1.28575,12.76913
15.68900,1.28020,1.28575,12.77250
15.70000,1.27899,1.28575,12.77718
15.71000,1.27929,1.28575,12.78230
15.72700,1.28111,1.28575,12.78091
15.73700,1.28202,1.28575,12.77703
15.74700,1.28263,1.28575,12.77367
15.76200,1.28141,1.28575,12.76901
15.77200,1.28111,1.28575,12.76726
15.78300,1.27929,1.28575,12.77022
15.79300,1.27686,1.28575,12.77872
15.80500,1.27534,1.28575,12.78952
15.81600,1.27595,1.28575,12.79986
15.82600,1.27565,1.28575,12.80861
15.83600,1.27959,1.28575,12.81078
15.84800,1.27777,1.28575,12.80731
15.85900,1.27808,1.28575,12.80398
15.87000,1.28141,1.28575,12.79772
15.88700,1.28202,1.28575,12.79092
15.89800,1.28293,1.28575,12.78511
15.90900,1.28202,1.28575,12.77799
15.91900,1.28232,1.28575,12.77389
15.93000,1.28050,1.28575,12.77473
15.94100,1.28050,1.28575,12.77827
15.95200,1.27959,1.28575,12.78334
15.97000,1.28111,1.28575,12.78693
15.98000,1.28081,1.28575,12.78854
15.99100,1.28141,1.28575,12.78790
16.00100,1.28111,1.28575,12.78718
16.01500,1.28172,1.28575,12.78504
16.02500,1.28415,1.28575,12.78167
16.03500,1.28506,1.28575,12.77578
16.04500,1.28566,1.28575,12.76932
16.06100,1.28475,1.28575,12.76296
16.07100,1.28293,1.28575,12.76138
16.08200,1.28293,1.28575,12.76421
16.10100,1.28263,1.28575,12.76890
16.11100,1.28232,1.28575,12.77397
