IMPERIAL COLLEGE SUPERSONIC WIND TUNNEL -  CONTROLLER RESULTS FILE 
Run time: 09:28:01 21-11-2022
Barometric pressure: 0.9994 BarA
Nozzle: Mach 2.0
Camera delay (ms): 0.0000
Time[s],PV[BarA],SP[BarA],IO[mA]
24.01000,1.76819,1.78027,15.97770
24.02100,1.76728,1.78027,15.98335
24.03200,1.76637,1.78027,15.98812
24.04900,1.76850,1.78027,15.98632
24.06000,1.76971,1.78027,15.98641
24.07100,1.77123,1.78027,15.98322
24.08700,1.77183,1.78027,15.97687
24.09700,1.77153,1.78027,15.97005
24.10700,1.77275,1.78027,15.96530
24.11700,1.77335,1.78027,15.96273
24.13500,1.77426,1.78027,15.95869
24.14600,1.77548,1.78027,15.95378
24.15600,1.77760,1.78027,15.94630
24.17300,1.77426,1.78027,15.94277
24.18400,1.77608,1.78027,15.94034
24.19500,1.77548,1.78027,15.93926
24.20500,1.77062,1.78027,15.94649
24.21600,1.77335,1.78027,15.95360
24.22600,1.77517,1.78027,15.95508
24.23600,1.77578,1.78027,15.95613
24.24600,1.77426,1.78027,15.95516
24.25800,1.77396,1.78027,15.95124
24.26800,1.77396,1.78027,15.95199
24.27900,1.77608,1.78027,15.95279
24.28900,1.77578,1.78027,15.95262
24.29900,1.77882,1.78027,15.94672
24.30900,1.77760,1.78027,15.94011
24.31900,1.77517,1.78027,15.93810
24.32900,1.77730,1.78027,15.93794
24.34100,1.77942,1.78027,15.93532
24.35100,1.78124,1.78027,15.93173
24.36100,1.77699,1.78027,15.92852
24.37100,1.77396,1.78027,15.93030
24.38200,1.77608,1.78027,15.93533
24.39300,1.77821,1.78027,15.94037
24.40300,1.77487,1.78027,15.94650
24.41300,1.77092,1.78027,15.95299
24.42400,1.77275,1.78027,15.95790
24.43400,1.76971,1.78027,15.96885
24.44500,1.77244,1.78027,15.97892
24.45500,1.77244,1.78027,15.98218
24.46600,1.77366,1.78027,15.97961
24.47700,1.77426,1.78027,15.97621
24.48800,1.77882,1.78027,15.96631
24.49800,1.77882,1.78027,15.95667
24.51300,1.77821,1.78027,15.94723
24.52300,1.77821,1.78027,15.94015
24.53400,1.77760,1.78027,15.93736
24.55100,1.77457,1.78027,15.94295
24.56100,1.77487,1.78027,15.94970
24.57100,1.77578,1.78027,15.95492
24.58100,1.77366,1.78027,15.96173
24.59300,1.77001,1.78027,15.97029
24.60300,1.77214,1.78027,15.97664
24.61400,1.77153,1.78027,15.98340
24.62400,1.77123,1.78027,15.99105
24.63600,1.76880,1.78027,15.99558
24.64700,1.77244,1.78027,15.99624
24.65800,1.76971,1.78027,15.99923
24.66800,1.76971,1.78027,16.00368
24.67900,1.76516,1.78027,16.00978
24.69000,1.76910,1.78027,16.01541
24.70100,1.77183,1.78027,16.01767
24.71100,1.77366,1.78027,16.01408
24.72100,1.77426,1.78027,16.00387
24.73200,1.77153,1.78027,15.99462
24.74300,1.77092,1.78027,15.99373
24.75300,1.77305,1.78027,15.99596
24.76700,1.76910,1.78027,16.00174
24.77800,1.77153,1.78027,16.00696
24.78900,1.77153,1.78027,16.00772
24.80300,1.76910,1.78027,16.01178
24.81400,1.77244,1.78027,16.01332
24.82400,1.76910,1.78027,16.01371
24.83400,1.76698,1.78027,16.02202
24.84700,1.76759,1.78027,16.02783
24.85700,1.76910,1.78027,16.03206
24.86700,1.77183,1.78027,16.03390
24.87700,1.76728,1.78027,16.03521
24.89400,1.76698,1.78027,16.03566
24.90400,1.76698,1.78027,16.03883
24.91400,1.76910,1.78027,16.04318
24.92400,1.77214,1.78027,16.04387
24.93500,1.77183,1.78027,16.03602
24.94500,1.76819,1.78027,16.03238
24.95500,1.76455,1.78027,16.03652
24.96500,1.76577,1.78027,16.04703
24.97500,1.76364,1.78027,16.06033
24.98600,1.76668,1.78027,16.07001
24.99700,1.77123,1.78027,16.06706
25.00700,1.76698,1.78027,16.06336
25.01800,1.76637,1.78027,16.06078
25.02800,1.76303,1.78027,16.06298
25.03900,1.76000,1.78027,16.07679
25.04900,1.76455,1.78027,16.09111
25.06000,1.76637,1.78027,16.09350
25.07000,1.76637,1.78027,16.09260
25.08000,1.76607,1.78027,16.08702
25.09000,1.76668,1.78027,16.08177
25.10200,1.76607,1.78027,16.08027
25.11300,1.76759,1.78027,16.08066
25.12300,1.76941,1.78027,16.07769
25.13300,1.76789,1.78027,16.07632
25.14400,1.76698,1.78027,16.07511
25.15400,1.76850,1.78027,16.07410
25.16400,1.76759,1.78027,16.07590
25.17400,1.77001,1.78027,16.07777
25.18600,1.76910,1.78027,16.07477
25.19600,1.76850,1.78027,16.07384
25.20700,1.77001,1.78027,16.07289
25.21700,1.76728,1.78027,16.07516
25.22700,1.76789,1.78027,16.07874
25.23800,1.76364,1.78027,16.08618
25.24900,1.76546,1.78027,16.09501
25.25900,1.76364,1.78027,16.10648
25.27800,1.76455,1.78027,16.11249
25.28800,1.76728,1.78027,16.11406
25.29900,1.76910,1.78027,16.11032
25.31300,1.77123,1.78027,16.10092
25.32400,1.77275,1.78027,4.00000
25.33500,1.77214,1.78027,4.00000
25.35100,1.77275,1.78027,4.00000
25.36100,1.77244,1.78027,4.00000
25.37200,1.77214,1.78027,4.00000
25.38200,1.76789,1.78027,4.00000
25.39500,1.76941,1.78027,4.00000
25.40600,1.76910,1.78027,4.00000
25.41700,1.77001,1.78027,4.00000
25.42700,1.77123,1.78027,4.00000
25.44000,1.77001,1.78027,4.00000
25.45000,1.77244,1.78027,4.00000
25.46000,1.76850,1.78027,4.00000
25.47000,1.77062,1.78027,4.00000
25.48100,1.76637,1.78027,4.00000
25.49100,1.76516,1.78027,4.00000
25.50100,1.76910,1.78027,4.00000
25.51100,1.76455,1.78027,4.00000
25.52500,1.76516,1.78027,4.00000
25.53600,1.75818,1.78027,4.00000
25.54700,1.75423,1.78027,4.00000
25.56300,1.74998,1.78027,4.00000
25.57300,1.75059,1.78027,4.00000
25.58300,1.75059,1.78027,4.00000
25.59300,1.74847,1.78027,4.00000
25.60800,1.74816,1.78027,4.00000
25.61800,1.74665,1.78027,4.00000
25.62900,1.74543,1.78027,4.00000
25.63900,1.74452,1.78027,4.00000
25.65600,1.74331,1.78027,4.00000
25.66600,1.73876,1.78027,4.00000
25.67600,1.73754,1.78027,4.00000
25.69200,1.73542,1.78027,4.00000
25.70200,1.73086,1.78027,4.00000
25.71300,1.73117,1.78027,4.00000
25.72300,1.72631,1.78027,4.00000
25.73500,1.72388,1.78027,4.00000
25.74600,1.72328,1.78027,4.00000
25.75700,1.72601,1.78027,4.00000
25.77400,1.72480,1.78027,4.00000
25.78500,1.71842,1.78027,4.00000
25.79500,1.71569,1.78027,4.00000
25.80500,1.71357,1.78027,4.00000
25.81600,1.70992,1.78027,4.00000
25.82700,1.70446,1.78027,4.00000
25.83700,1.70082,1.78027,4.00000
25.84700,1.70082,1.78027,4.00000
25.86000,1.69991,1.78027,4.00000
25.87100,1.69961,1.78027,4.00000
25.88100,1.69900,1.78027,4.00000
25.89100,1.69384,1.78027,4.00000
25.90300,1.69505,1.78027,4.00000
25.91400,1.69566,1.78027,4.00000
25.92400,1.69263,1.78027,4.00000
25.93500,1.69081,1.78027,4.00000
25.94700,1.69141,1.78027,4.00000
25.95700,1.68959,1.78027,4.00000
25.96800,1.68686,1.78027,4.00000
25.98500,1.68261,1.78027,4.00000
25.99600,1.67836,1.78027,4.00000
26.00600,1.67411,1.78027,4.00000
26.01600,1.67169,1.78027,4.00000
26.03800,1.67290,1.78027,4.00000
26.04900,1.67078,1.78027,4.00000
26.05900,1.67108,1.78027,4.00000
26.07100,1.67078,1.78027,4.00000
26.08100,1.67108,1.78027,4.00000
26.09100,1.66987,1.78027,4.00000
26.10200,1.66471,1.78027,4.00000
26.11300,1.66531,1.78027,4.00000
26.12400,1.66137,1.78027,4.00000
26.13400,1.65560,1.78027,4.00000
26.14400,1.65833,1.78027,4.00000
26.15600,1.65408,1.78027,4.00000
26.16600,1.65348,1.78027,4.00000
26.17600,1.64953,1.78027,4.00000
26.18600,1.64771,1.78027,4.00000
26.19800,1.64255,1.78027,4.00000
26.20800,1.64286,1.78027,4.00000
26.21900,1.63891,1.78027,4.00000
26.22900,1.63588,1.78027,4.00000
26.24000,1.63527,1.78027,4.00000
26.25100,1.63618,1.78027,4.00000
26.26100,1.63436,1.78027,4.00000
26.27100,1.63345,1.78027,4.00000
26.28300,1.63163,1.78027,4.00000
26.29300,1.63132,1.78027,4.00000
26.30300,1.62981,1.78027,4.00000
26.31300,1.62616,1.78027,4.00000
26.32400,1.62495,1.78027,4.00000
26.33400,1.62161,1.78027,4.00000
26.34500,1.61827,1.78027,4.00000
26.35500,1.61494,1.78027,4.00000
26.36900,1.61342,1.78027,4.00000
26.37900,1.61190,1.78027,4.00000
26.39000,1.61190,1.78027,4.00000
26.41100,1.60887,1.78027,4.00000
26.42100,1.60280,1.78027,4.00000
26.43200,1.60067,1.78027,4.00000
26.44900,1.60128,1.78027,4.00000
26.45900,1.60006,1.78027,4.00000
26.46900,1.59915,1.78027,4.00000
26.47900,1.59885,1.78027,4.00000
26.49300,1.59764,1.78027,4.00000
26.50300,1.59248,1.78027,4.00000
26.51300,1.59157,1.78027,4.00000
26.52400,1.59248,1.78027,4.00000
26.53600,1.58853,1.78027,4.00000
26.54600,1.58337,1.78027,4.00000
26.55600,1.58034,1.78027,4.00000
26.56700,1.58337,1.78027,4.00000
26.57700,1.58095,1.78027,4.00000
26.58700,1.58034,1.78027,4.00000
26.59800,1.57730,1.78027,4.00000
26.60800,1.57214,1.78027,4.00000
26.62000,1.57093,1.78027,4.00000
26.63000,1.56972,1.78027,4.00000
26.64100,1.56759,1.78027,4.00000
26.65100,1.56941,1.78027,4.00000
26.66400,1.56668,1.78027,4.00000
26.67400,1.56486,1.78027,4.00000
26.68400,1.56425,1.78027,4.00000
26.69400,1.55788,1.78027,4.00000
26.70500,1.55879,1.78027,4.00000
26.71600,1.55909,1.78027,4.00000
26.72600,1.55818,1.78027,4.00000
26.73600,1.55515,1.78027,4.00000
26.74600,1.55515,1.78027,4.00000
26.75700,1.55333,1.78027,4.00000
26.76800,1.55272,1.78027,4.00000
26.77800,1.55181,1.78027,4.00000
26.79000,1.55029,1.78027,4.00000
26.80100,1.54726,1.78027,4.00000
26.81100,1.54544,1.78027,4.00000
26.82300,1.54513,1.78027,4.00000
26.83500,1.54180,1.78027,4.00000
26.84500,1.54089,1.78027,4.00000
26.85500,1.53998,1.78027,4.00000
26.87200,1.53664,1.78027,4.00000
26.88200,1.53421,1.78027,4.00000
26.89300,1.53451,1.78027,4.00000
26.90300,1.53117,1.78027,4.00000
26.91500,1.52814,1.78027,4.00000
26.92600,1.52632,1.78027,4.00000
26.93700,1.52207,1.78027,4.00000
26.95400,1.52146,1.78027,4.00000
26.96400,1.52237,1.78027,4.00000
26.97500,1.52025,1.78027,4.00000
26.98500,1.51934,1.78027,4.00000
26.99900,1.51813,1.78027,4.00000
27.01000,1.51661,1.78027,4.00000
27.02000,1.51479,1.78027,4.00000
27.03000,1.51236,1.78027,4.00000
27.04000,1.51266,1.78027,4.00000
27.05000,1.51175,1.78027,4.00000
27.06000,1.50872,1.78027,4.00000
27.07000,1.50538,1.78027,4.00000
27.08100,1.50508,1.78027,4.00000
27.09100,1.50174,1.78027,4.00000
27.10100,1.49961,1.78027,4.00000
27.11100,1.50143,1.78027,4.00000
27.12600,1.49961,1.78027,4.00000
27.13600,1.49840,1.78027,4.00000
27.14600,1.49749,1.78027,4.00000
27.15700,1.49506,1.78027,4.00000
27.16800,1.49233,1.78027,4.00000
27.17900,1.49354,1.78027,4.00000
27.18900,1.49051,1.78027,4.00000
27.19900,1.49021,1.78027,4.00000
27.21500,1.48778,1.78027,4.00000
27.22500,1.48535,1.78027,4.00000
27.23500,1.48323,1.78027,4.00000
27.24700,1.48019,1.78027,4.00000
27.25700,1.47594,1.78027,4.00000
27.26700,1.47594,1.78027,4.00000
27.27700,1.47442,1.78027,4.00000
27.29500,1.47260,1.78027,4.00000
27.30600,1.47473,1.78027,4.00000
27.31600,1.47503,1.78027,4.00000
27.33500,1.47260,1.78027,4.00000
27.34600,1.46836,1.78027,4.00000
27.35600,1.46502,1.78027,4.00000
27.37300,1.46684,1.78027,4.00000
27.38300,1.46229,1.78027,4.00000
27.39400,1.46016,1.78027,4.00000
27.40400,1.45955,1.78027,4.00000
27.41500,1.45743,1.78027,4.00000
27.42500,1.45925,1.78027,4.00000
27.43600,1.45622,1.78027,4.00000
27.44600,1.45531,1.78027,4.00000
27.45900,1.45227,1.78027,4.00000
27.47000,1.45166,1.78027,4.00000
27.48100,1.44893,1.78027,4.00000
27.49100,1.44802,1.78027,4.00000
27.50100,1.44499,1.78027,4.00000
27.51100,1.44529,1.78027,4.00000
27.52100,1.44468,1.78027,4.00000
27.53100,1.44135,1.78027,4.00000
27.54300,1.43922,1.78027,4.00000
27.55400,1.43588,1.78027,4.00000
27.56500,1.43376,1.78027,4.00000
27.57500,1.43163,1.78027,4.00000
27.59000,1.42860,1.78027,4.00000
27.60100,1.42465,1.78027,4.00000
27.61200,1.42465,1.78027,4.00000
27.62700,1.42101,1.78027,4.00000
27.63700,1.42101,1.78027,4.00000
27.64700,1.42010,1.78027,4.00000
27.65700,1.42010,1.78027,4.00000
27.67000,1.41585,1.78027,4.00000
27.68100,1.41525,1.78027,4.00000
27.69100,1.41252,1.78027,4.00000
27.70100,1.41043,1.78027,4.00000
27.71200,1.41012,1.78027,4.00000
27.72200,1.40739,1.78027,4.00000
27.73200,1.40618,1.78027,4.00000
27.74200,1.40314,1.78027,4.00000
27.75600,1.40193,1.78027,4.00000
27.76700,1.39889,1.78027,4.00000
27.77700,1.39707,1.78027,4.00000
27.78700,1.39707,1.78027,4.00000
27.79700,1.39525,1.78027,4.00000
27.80700,1.39525,1.78027,4.00000
27.81700,1.39131,1.78027,4.00000
27.82700,1.38979,1.78027,4.00000
27.83800,1.38827,1.78027,4.00000
27.84900,1.38493,1.78027,4.00000
27.85900,1.38190,1.78027,4.00000
27.86900,1.38220,1.78027,4.00000
27.88100,1.38008,1.78027,4.00000
27.89200,1.37826,1.78027,4.00000
27.90300,1.37704,1.78027,4.00000
27.91300,1.37340,1.78027,4.00000
27.92600,1.37219,1.78027,4.00000
27.93700,1.36976,1.78027,4.00000
27.94800,1.36764,1.78027,4.00000
27.97000,1.36703,1.78027,4.00000
27.98100,1.36369,1.78027,4.00000
27.99100,1.36339,1.78027,4.00000
28.00700,1.36187,1.78027,4.00000
28.01700,1.36035,1.78027,4.00000
28.02800,1.35732,1.78027,4.00000
28.03800,1.35519,1.78027,4.00000
28.05200,1.35307,1.78027,4.00000
28.06200,1.35003,1.78027,4.00000
28.07200,1.34912,1.78027,4.00000
28.08200,1.34700,1.78027,4.00000
28.09400,1.34336,1.78027,4.00000
28.10500,1.34123,1.78027,4.00000
28.11500,1.34184,1.78027,4.00000
28.12600,1.34154,1.78027,4.00000
28.13800,1.33759,1.78027,4.00000
28.14800,1.33486,1.78027,4.00000
28.15800,1.33152,1.78027,4.00000
28.17800,1.33122,1.78027,4.00000
28.18900,1.32758,1.78027,4.00000
28.20000,1.32727,1.78027,4.00000
28.21900,1.32515,1.78027,4.00000
28.22900,1.32242,1.78027,4.00000
28.24000,1.32181,1.78027,4.00000
28.25000,1.31786,1.78027,4.00000
28.26100,1.31817,1.78027,4.00000
28.27100,1.31756,1.78027,4.00000
28.28200,1.31483,1.78027,4.00000
28.29200,1.31361,1.78027,4.00000
28.30400,1.31028,1.78027,4.00000
28.31400,1.30663,1.78027,4.00000
28.32500,1.30572,1.78027,4.00000
28.33500,1.30663,1.78027,4.00000
28.35000,1.30542,1.78027,4.00000
28.36000,1.30148,1.78027,4.00000
28.37000,1.29783,1.78027,4.00000
28.38700,1.29450,1.78027,4.00000
28.39700,1.29358,1.78027,4.00000
28.40800,1.29389,1.78027,4.00000
28.41800,1.29510,1.78027,4.00000
28.42900,1.29510,1.78027,4.00000
28.43900,1.29450,1.78027,4.00000
28.44900,1.29267,1.78027,4.00000
28.45900,1.28751,1.78027,4.00000
28.47300,1.28387,1.78027,4.00000
28.48400,1.28205,1.78027,4.00000
28.49400,1.28236,1.78027,4.00000
28.50400,1.28327,1.78027,4.00000
28.51600,1.28236,1.78027,4.00000
28.52700,1.28236,1.78027,4.00000
28.53700,1.27932,1.78027,4.00000
28.54800,1.27689,1.78027,4.00000
28.55800,1.27234,1.78027,4.00000
28.56800,1.26809,1.78027,4.00000
28.57900,1.26809,1.78027,4.00000
28.59000,1.26748,1.78027,4.00000
28.60000,1.26688,1.78027,4.00000
28.61000,1.26657,1.78027,4.00000
28.62100,1.26688,1.78027,4.00000
28.63100,1.26566,1.78027,4.00000
28.64200,1.26445,1.78027,4.00000
28.65200,1.26657,1.78027,4.00000
28.66200,1.26506,1.78027,4.00000
28.67200,1.26142,1.78027,4.00000
28.68600,1.25777,1.78027,4.00000
28.69600,1.25747,1.78027,4.00000
28.70600,1.25626,1.78027,4.00000
28.71600,1.25656,1.78027,4.00000
28.75900,1.25504,1.78027,4.00000
28.77900,1.25383,1.78027,4.00000
28.78900,1.24806,1.78027,4.00000
28.79900,1.24563,1.78027,4.00000
28.80900,1.24230,1.78027,4.00000
28.81900,1.23987,1.78027,4.00000
28.83000,1.23501,1.78027,4.00000
28.84100,1.23471,1.78027,4.00000
28.85800,1.23289,1.78027,4.00000
28.86800,1.22925,1.78027,4.00000
28.87900,1.22955,1.78027,4.00000
28.89000,1.22834,1.78027,4.00000
28.90300,1.22894,1.78027,4.00000
28.91300,1.22742,1.78027,4.00000
28.92400,1.22439,1.78027,4.00000
28.93400,1.22196,1.78027,4.00000
28.94500,1.22075,1.78027,4.00000
28.95600,1.22044,1.78027,4.00000
28.96600,1.21862,1.78027,4.00000
28.97600,1.21832,1.78027,4.00000
28.98700,1.21802,1.78027,4.00000
28.99700,1.21498,1.78027,4.00000
29.00700,1.21164,1.78027,4.00000
29.01700,1.21013,1.78027,4.00000
29.02800,1.20952,1.78027,4.00000
29.03800,1.20861,1.78027,4.00000
29.04900,1.20770,1.78027,4.00000
29.06000,1.20922,1.78027,4.00000
29.07300,1.20648,1.78027,4.00000
29.08300,1.20891,1.78027,4.00000
29.09300,1.20679,1.78027,4.00000
29.11400,1.20436,1.78027,4.00000
29.12400,1.20011,1.78027,4.00000
29.13500,1.19647,1.78027,4.00000
29.15500,1.19556,1.78027,4.00000
29.16500,1.19283,1.78027,4.00000
29.17600,1.19131,1.78027,4.00000
29.19300,1.19040,1.78027,4.00000
29.20300,1.18797,1.78027,4.00000
29.21300,1.18676,1.78027,4.00000
29.22300,1.18645,1.78027,4.00000
29.23800,1.18403,1.78027,4.00000
29.24900,1.18403,1.78027,4.00000
29.25900,1.18099,1.78027,4.00000
29.26900,1.18099,1.78027,4.00000
29.28100,1.18008,1.78027,4.00000
29.29100,1.18008,1.78027,4.00000
29.30200,1.17614,1.78027,4.00000
29.31200,1.17432,1.78027,4.00000
29.32200,1.17249,1.78027,4.00000
29.33300,1.17158,1.78027,4.00000
29.34400,1.16885,1.78027,4.00000
29.35400,1.16612,1.78027,4.00000
29.36600,1.16309,1.78027,4.00000
29.37600,1.16157,1.78027,4.00000
29.38600,1.16036,1.78027,4.00000
29.39600,1.16005,1.78027,4.00000
29.40900,1.15884,1.78027,4.00000
29.42000,1.15793,1.78027,4.00000
29.43100,1.15489,1.78027,4.00000
29.44900,1.15429,1.78027,4.00000
29.45900,1.15155,1.78027,4.00000
29.47000,1.14943,1.78027,4.00000
29.48000,1.14761,1.78027,4.00000
29.49600,1.14548,1.78027,4.00000
29.50700,1.14215,1.78027,4.00000
29.51800,1.13911,1.78027,4.00000
29.53500,1.13881,1.78027,4.00000
29.54600,1.13638,1.78027,4.00000
29.55600,1.13668,1.78027,4.00000
29.57500,1.13517,1.78027,4.00000
29.58600,1.13243,1.78027,4.00000
29.59600,1.13122,1.78027,4.00000
29.60600,1.12940,1.78027,4.00000
29.61900,1.12819,1.78027,4.00000
29.63000,1.12758,1.78027,4.00000
29.64000,1.12515,1.78027,4.00000
29.65000,1.12424,1.78027,4.00000
29.66200,1.12212,1.78027,4.00000
29.67300,1.11908,1.78027,4.00000
29.68400,1.11817,1.78027,4.00000
29.69400,1.11635,1.78027,4.00000
29.70500,1.11574,1.78027,4.00000
29.71600,1.11423,1.78027,4.00000
29.72600,1.11483,1.78027,4.00000
29.73600,1.11483,1.78027,4.00000
29.74700,1.11210,1.78027,4.00000
29.75800,1.11210,1.78027,4.00000
29.76900,1.11028,1.78027,4.00000
29.78800,1.10846,1.78027,4.00000
29.79800,1.10634,1.78027,4.00000
29.80800,1.10421,1.78027,4.00000
29.81800,1.10178,1.78027,4.00000
29.83200,1.10118,1.78027,4.00000
29.84200,1.10087,1.78027,4.00000
29.85200,1.10178,1.78027,4.00000
29.86200,1.10087,1.78027,4.00000
29.87300,1.10087,1.78027,4.00000
29.88300,1.09814,1.78027,4.00000
29.89300,1.09784,1.78027,4.00000
29.90300,1.09571,1.78027,4.00000
29.94500,1.09389,1.78027,4.00000
29.96100,1.09146,1.78027,4.00000
29.97100,1.08995,1.78027,4.00000
29.98200,1.08995,1.78027,4.00000
29.99200,1.08904,1.78027,4.00000
30.00200,1.08722,1.78027,4.00000
30.01300,1.08479,1.78027,4.00000
30.02300,1.08691,1.78027,4.00000
30.03300,1.08509,1.78027,4.00000
30.04900,1.08509,1.78027,4.00000
30.06000,1.08448,1.78027,4.00000
30.07000,1.08448,1.78027,4.00000
30.08600,1.08357,1.78027,4.00000
30.09600,1.08145,1.78027,4.00000
30.10600,1.08054,1.78027,4.00000
30.11600,1.08054,1.78027,4.00000
30.12900,1.07963,1.78027,4.00000
30.14000,1.08084,1.78027,4.00000
30.15000,1.07993,1.78027,4.00000
30.16000,1.07841,1.78027,4.00000
30.17500,1.07690,1.78027,4.00000
30.18500,1.07690,1.78027,4.00000
30.19500,1.07538,1.78027,4.00000
30.21100,1.07750,1.78027,4.00000
30.22200,1.07599,1.78027,4.00000
30.23200,1.07447,1.78027,4.00000
30.24200,1.07386,1.78027,4.00000
30.25600,1.07295,1.78027,4.00000
30.26700,1.07143,1.78027,4.00000
30.27700,1.07295,1.78027,4.00000
30.29900,1.07083,1.78027,4.00000
30.30900,1.06992,1.78027,4.00000
30.31900,1.06901,1.78027,4.00000
30.32900,1.06931,1.78027,4.00000
30.34100,1.06931,1.78027,4.00000
30.35100,1.06779,1.78027,4.00000
30.36100,1.06840,1.78027,4.00000
30.37100,1.06719,1.78027,4.00000
30.38500,1.06810,1.78027,4.00000
30.39500,1.06658,1.78027,4.00000
30.40600,1.06658,1.78027,4.00000
30.42300,1.06324,1.78027,4.00000
30.43400,1.06263,1.78027,4.00000
30.44500,1.06324,1.78027,4.00000
30.45500,1.06294,1.78027,4.00000
30.46900,1.06233,1.78027,4.00000
30.47900,1.06172,1.78027,4.00000
30.49000,1.06172,1.78027,4.00000
30.50600,1.06233,1.78027,4.00000
30.51700,1.06142,1.78027,4.00000
30.52800,1.06021,1.78027,4.00000
30.53800,1.05930,1.78027,4.00000
30.55100,1.05899,1.78027,4.00000
30.56100,1.05869,1.78027,4.00000
30.57100,1.05869,1.78027,4.00000
30.58100,1.06051,1.78027,4.00000
30.59200,1.05899,1.78027,4.00000
30.60200,1.05839,1.78027,4.00000
30.61200,1.05717,1.78027,4.00000
30.62200,1.05505,1.78027,4.00000
30.63500,1.05323,1.78027,4.00000
30.64500,1.05535,1.78027,4.00000
30.65600,1.05717,1.78027,4.00000
30.66600,1.05353,1.78027,4.00000
30.68500,1.05444,1.78027,4.00000
30.69500,1.05414,1.78027,4.00000
30.70500,1.05474,1.78027,4.00000
30.72000,1.05535,1.78027,4.00000
30.73100,1.05262,1.78027,4.00000
30.74100,1.05262,1.78027,4.00000
30.75100,1.05019,1.78027,4.00000
30.76500,1.05262,1.78027,4.00000
30.77600,1.05323,1.78027,4.00000
30.78700,1.05171,1.78027,4.00000
30.80400,1.05292,1.78027,4.00000
30.81400,1.05080,1.78027,4.00000
30.82400,1.04867,1.78027,4.00000
30.83400,1.04958,1.78027,4.00000
30.85300,1.05080,1.78027,4.00000
30.86400,1.04685,1.78027,4.00000
30.87400,1.04867,1.78027,4.00000
30.89800,1.04837,1.78027,4.00000
30.90800,1.04685,1.78027,4.00000
30.91800,1.04685,1.78027,4.00000
30.93200,1.04625,1.78027,4.00000
30.94300,1.04685,1.78027,4.00000
30.95400,1.04534,1.78027,4.00000
30.96400,1.04473,1.78027,4.00000
30.97400,1.04503,1.78027,4.00000
30.98500,1.04594,1.78027,4.00000
30.99500,1.04412,1.78027,4.00000
31.00500,1.04412,1.78027,4.00000
31.01600,1.04443,1.78027,4.00000
31.02600,1.04412,1.78027,4.00000
31.03700,1.04230,1.78027,4.00000
31.04700,1.04382,1.78027,4.00000
31.05900,1.04412,1.78027,4.00000
31.07000,1.04200,1.78027,4.00000
31.08000,1.03927,1.78027,4.00000
31.09000,1.04018,1.78027,4.00000
31.10900,1.04078,1.78027,4.00000
31.11900,1.04412,1.78027,4.00000
31.12900,1.04230,1.78027,4.00000
31.14600,1.03836,1.78027,4.00000
31.15600,1.03836,1.78027,4.00000
31.16600,1.03745,1.78027,4.00000
31.17600,1.03836,1.78027,4.00000
31.18700,1.03684,1.78027,4.00000
31.19800,1.03745,1.78027,4.00000
31.20900,1.03684,1.78027,4.00000
31.21900,1.03927,1.78027,4.00000
31.23000,1.03927,1.78027,4.00000
31.24000,1.03896,1.78027,4.00000
31.25100,1.03745,1.78027,4.00000
31.26100,1.03775,1.78027,4.00000
31.27300,1.03714,1.78027,4.00000
31.28300,1.03866,1.78027,4.00000
31.29400,1.03653,1.78027,4.00000
31.30400,1.03805,1.78027,4.00000
31.31400,1.03714,1.78027,4.00000
31.32400,1.03502,1.78027,4.00000
31.33400,1.03532,1.78027,4.00000
31.34400,1.03684,1.78027,4.00000
31.35700,1.03441,1.78027,4.00000
31.36700,1.03593,1.78027,4.00000
31.37800,1.03714,1.78027,4.00000
31.38800,1.03653,1.78027,4.00000
31.40000,1.03229,1.78027,4.00000
31.41000,1.03198,1.78027,4.00000
31.42000,1.03259,1.78027,4.00000
31.43100,1.03198,1.78027,4.00000
31.44300,1.03532,1.78027,4.00000
31.45300,1.03502,1.78027,4.00000
31.46400,1.03684,1.78027,4.00000
31.48800,1.03289,1.78027,4.00000
31.49900,1.03138,1.78027,4.00000
31.50900,1.03320,1.78027,4.00000
31.52400,1.03259,1.78027,4.00000
31.53400,1.03411,1.78027,4.00000
31.54500,1.03320,1.78027,4.00000
31.55500,1.02925,1.78027,4.00000
31.56500,1.03077,1.78027,4.00000
31.57500,1.02955,1.78027,4.00000
31.58600,1.02986,1.78027,4.00000
31.59600,1.02986,1.78027,4.00000
31.61000,1.03138,1.78027,4.00000
31.62100,1.03077,1.78027,4.00000
31.63100,1.03198,1.78027,4.00000
31.64100,1.02864,1.78027,4.00000
31.65100,1.02864,1.78027,4.00000
31.66100,1.02773,1.78027,4.00000
31.67100,1.02743,1.78027,4.00000
31.68100,1.02773,1.78027,4.00000
31.69400,1.02986,1.78027,4.00000
31.70500,1.02773,1.78027,4.00000
31.71600,1.03077,1.78027,4.00000
31.73400,1.02682,1.78027,4.00000
31.74400,1.02561,1.78027,4.00000
31.75400,1.02561,1.78027,4.00000
31.76400,1.02834,1.78027,4.00000
31.77700,1.02925,1.78027,4.00000
31.78700,1.03047,1.78027,4.00000
31.79800,1.02531,1.78027,4.00000
31.80800,1.02470,1.78027,4.00000
31.81800,1.02318,1.78027,4.00000
31.82800,1.02348,1.78027,4.00000
31.83800,1.02713,1.78027,4.00000
31.84800,1.02773,1.78027,4.00000
31.86400,1.02804,1.78027,4.00000
