IMPERIAL COLLEGE SUPERSONIC WIND TUNNEL -  NETSCANNER PRESSURE RESULTS FILE - UNIT 2 
Run time: 09:28:01 21-11-2022
Barometric pressure: 0.9994 BarA
Nozzle: Mach 2.0
Camera delay (ms): 0.0000
Missed Packets:  0
Pressure quoted in units of BarA
Time[s], PIV,Ch17(193.0mm),Ch18(383.0mm),Ch19(403.0mm),Ch20(423.0mm),Ch21(443.0mm),Ch22(463.0mm),Ch23(483.0mm),Ch24(503.0mm),Ch25(523.0mm),Ch26(543.0mm),Ch27(563.0mm),Ch28(583.0mm),Ch29(363.0mm),Ch30(0.0mm),Ch31(0.0mm),Ch32(0.0mm),Kulite
14.41000,0.00000,0.68336,0.76679,0.76301,0.76382,0.75593,0.76323,0.77778,0.77121,0.77580,0.77006,0.76844,0.76944,0.77869,0.99952,0.99953,0.99945,0.00000
14.42000,0.00000,0.68659,0.76190,0.75999,0.75877,0.75257,0.76070,0.77564,0.76692,0.77162,0.76560,0.76410,0.76478,0.77378,0.99957,0.99933,0.99950,0.00000
14.43000,0.00000,0.68007,0.76747,0.77003,0.76600,0.76222,0.76658,0.77513,0.76844,0.77168,0.76637,0.76788,0.77820,0.77776,0.99963,0.99938,0.99955,0.00000
14.44000,0.00000,0.68123,0.76200,0.75852,0.75912,0.75037,0.75889,0.77488,0.76656,0.77136,0.76534,0.76339,0.76391,0.77332,0.99947,0.99948,0.99934,0.00000
14.45000,0.00000,0.68265,0.76347,0.76375,0.76200,0.75425,0.76183,0.77345,0.76562,0.77004,0.76488,0.76602,0.76915,0.77383,0.99942,0.99938,0.99955,0.00000
14.46000,0.00000,0.68174,0.75911,0.75587,0.75690,0.74864,0.75673,0.77253,0.76410,0.76871,0.76324,0.76061,0.76179,0.77079,0.99952,0.99938,0.99961,0.00000
14.47000,0.00000,0.68209,0.75712,0.75593,0.75467,0.74864,0.75559,0.77085,0.76196,0.76623,0.76124,0.76001,0.76126,0.76753,0.99952,0.99958,0.99955,0.00000
14.48000,0.00000,0.68867,0.76137,0.76026,0.75816,0.75252,0.75709,0.77100,0.76373,0.76813,0.76329,0.76359,0.76473,0.77249,0.99952,0.99943,0.99966,0.00000
14.49000,0.00000,0.68634,0.76894,0.77452,0.76539,0.76401,0.76575,0.77172,0.76603,0.76945,0.76524,0.76637,0.77950,0.77853,0.99957,0.99953,0.99955,0.00000
14.50000,0.00000,0.68664,0.77099,0.76951,0.76747,0.76143,0.76379,0.77345,0.76917,0.77300,0.76862,0.76869,0.77608,0.78008,0.99963,0.99953,0.99940,0.00000
14.51000,0.00000,0.68376,0.77614,0.77954,0.77278,0.77172,0.77065,0.77391,0.77016,0.77379,0.76986,0.77263,0.78272,0.78535,0.99957,0.99948,0.99961,0.00000
14.52000,0.00000,0.69231,0.78108,0.77997,0.77758,0.76983,0.77050,0.77768,0.77696,0.78035,0.77703,0.77839,0.78513,0.79067,0.99947,0.99958,0.99940,0.00000
14.53000,0.00000,0.68674,0.77393,0.77278,0.77005,0.76427,0.76936,0.77676,0.77362,0.77712,0.77278,0.77107,0.77950,0.78339,0.99952,0.99953,0.99945,0.00000
14.54000,0.00000,0.68427,0.77451,0.77431,0.77050,0.76568,0.76885,0.77615,0.77152,0.77548,0.77073,0.77016,0.77632,0.78535,0.99942,0.99938,0.99966,0.00000
14.55000,0.00000,0.68128,0.77262,0.77157,0.76711,0.76248,0.76818,0.77641,0.77168,0.77517,0.77073,0.76889,0.77608,0.78215,0.99947,0.99953,0.99950,0.00000
14.56000,0.00000,0.68568,0.77625,0.77542,0.77622,0.76605,0.77034,0.77794,0.77529,0.77860,0.77457,0.77733,0.78084,0.78659,0.99937,0.99958,0.99955,0.00000
14.57000,0.00000,0.68791,0.78103,0.78372,0.77470,0.77686,0.77627,0.77880,0.77644,0.77940,0.77514,0.77677,0.78979,0.78948,0.99947,0.99943,0.99950,0.00000
14.58000,0.00000,0.68649,0.78098,0.77960,0.77708,0.77124,0.77308,0.78135,0.78005,0.78373,0.77914,0.77874,0.78493,0.79077,0.99957,0.99948,0.99950,0.00000
14.59000,0.00000,0.68508,0.77598,0.77379,0.77303,0.76668,0.77070,0.78059,0.77749,0.78114,0.77611,0.77445,0.77873,0.78514,0.99947,0.99953,0.99945,0.00000
14.60000,0.00000,0.68958,0.77635,0.77701,0.77328,0.76689,0.77199,0.78054,0.77712,0.78077,0.77632,0.77581,0.77979,0.78499,0.99963,0.99953,0.99961,0.00000
14.61000,0.00000,0.68846,0.77425,0.77273,0.77096,0.76264,0.76916,0.78049,0.77628,0.78035,0.77570,0.77420,0.77627,0.78488,0.99952,0.99948,0.99950,0.00000
14.62000,0.00000,0.68755,0.77309,0.77104,0.76909,0.76243,0.76931,0.77962,0.77440,0.77845,0.77386,0.77177,0.77473,0.78339,0.99947,0.99943,0.99950,0.00000
14.63000,0.00000,0.68634,0.77267,0.76966,0.77040,0.76164,0.76771,0.77982,0.77513,0.77945,0.77483,0.77339,0.77435,0.78339,0.99957,0.99953,0.99955,0.00000
14.64000,0.00000,0.68846,0.77304,0.76951,0.76979,0.76133,0.76849,0.77921,0.77419,0.77834,0.77391,0.77278,0.77752,0.78447,0.99952,0.99943,0.99955,0.00000
14.65000,0.00000,0.68882,0.77293,0.77072,0.76731,0.76206,0.76694,0.77875,0.77325,0.77707,0.77268,0.77172,0.77271,0.78235,0.99947,0.99948,0.99940,0.00000
14.66000,0.00000,0.68366,0.77204,0.76850,0.76620,0.75792,0.76477,0.77799,0.77184,0.77612,0.77119,0.76965,0.77040,0.78199,0.99963,0.99948,0.99950,0.00000
14.67000,0.00000,0.68452,0.77094,0.76723,0.76615,0.75729,0.76539,0.77738,0.77158,0.77517,0.77027,0.76920,0.77204,0.78116,0.99957,0.99953,0.99950,0.00000
14.68000,0.00000,0.68609,0.76421,0.76021,0.76125,0.75105,0.76075,0.77574,0.76823,0.77236,0.76657,0.76420,0.76502,0.77621,0.99957,0.99943,0.99961,0.00000
14.69000,0.00000,0.68391,0.75990,0.75545,0.75619,0.74680,0.75559,0.77345,0.76410,0.76856,0.76273,0.76107,0.75934,0.77115,0.99963,0.99938,0.99955,0.00000
14.70000,0.00000,0.68290,0.76747,0.76877,0.76372,0.75813,0.76209,0.77248,0.76394,0.76787,0.76211,0.76364,0.77223,0.77858,0.99963,0.99943,0.99955,0.00000
14.71000,0.00000,0.68831,0.77257,0.77336,0.76757,0.76343,0.76488,0.77381,0.76781,0.77120,0.76662,0.76773,0.77709,0.78256,0.99952,0.99948,0.99945,0.00000
14.72000,0.00000,0.68497,0.76968,0.76591,0.76372,0.75635,0.76132,0.77401,0.76818,0.77226,0.76714,0.76682,0.76983,0.78013,0.99957,0.99948,0.99950,0.00000
14.73000,0.00000,0.68153,0.76290,0.75984,0.75877,0.75241,0.76091,0.77253,0.76483,0.76919,0.76355,0.76152,0.76959,0.77450,0.99952,0.99943,0.99955,0.00000
14.74000,0.00000,0.68649,0.75670,0.75196,0.75290,0.74260,0.75348,0.77049,0.76143,0.76591,0.76016,0.75794,0.75645,0.76841,0.99942,0.99943,0.99945,0.00000
14.75000,0.00000,0.68528,0.75995,0.75910,0.75629,0.75189,0.75755,0.76912,0.76049,0.76454,0.75898,0.75915,0.76627,0.77228,0.99947,0.99948,0.99950,0.00000
14.76000,0.00000,0.68108,0.76253,0.76084,0.75553,0.75199,0.75673,0.76891,0.76091,0.76496,0.75950,0.75889,0.76170,0.77311,0.99963,0.99953,0.99950,0.00000
14.77000,0.00000,0.68649,0.76274,0.76174,0.75669,0.75241,0.75750,0.76896,0.76190,0.76581,0.76088,0.75985,0.76521,0.77264,0.99963,0.99948,0.99950,0.00000
14.78000,0.00000,0.68280,0.75911,0.75693,0.75336,0.74932,0.75549,0.76810,0.75997,0.76433,0.75883,0.75647,0.76237,0.76939,0.99947,0.99953,0.99955,0.00000
14.79000,0.00000,0.68159,0.76721,0.77088,0.76352,0.76133,0.76209,0.76845,0.76237,0.76554,0.76119,0.76293,0.77425,0.77688,0.99952,0.99948,0.99945,0.00000
14.80000,0.00000,0.68664,0.78155,0.79334,0.77612,0.78189,0.77318,0.77182,0.77053,0.77247,0.76950,0.77410,0.79533,0.78886,0.99947,0.99958,0.99945,0.00000
14.81000,0.00000,0.68508,0.78544,0.78906,0.77996,0.77917,0.77576,0.77666,0.77754,0.78067,0.77683,0.77824,0.79403,0.79402,0.99957,0.99953,0.99945,0.00000
14.82000,0.00000,0.68447,0.77583,0.77379,0.77055,0.76521,0.76746,0.77676,0.77498,0.77913,0.77396,0.77223,0.77964,0.78555,0.99952,0.99943,0.99955,0.00000
14.83000,0.00000,0.68695,0.77330,0.77246,0.76919,0.76605,0.76916,0.77600,0.77294,0.77707,0.77232,0.77192,0.77781,0.78292,0.99947,0.99943,0.99961,0.00000
14.84000,0.00000,0.68411,0.77667,0.77431,0.77455,0.76406,0.76885,0.77768,0.77581,0.77977,0.77503,0.77602,0.77988,0.78674,0.99952,0.99948,0.99945,0.00000
14.85000,0.00000,0.68346,0.77430,0.77421,0.76817,0.76537,0.76947,0.77676,0.77315,0.77702,0.77232,0.77102,0.78027,0.78333,0.99957,0.99958,0.99950,0.00000
14.86000,0.00000,0.68472,0.76694,0.76459,0.76408,0.75855,0.76374,0.77656,0.77168,0.77649,0.77119,0.76889,0.76949,0.77817,0.99952,0.99953,0.99955,0.00000
14.87000,0.00000,0.68558,0.77567,0.77923,0.77394,0.76957,0.77220,0.77712,0.77377,0.77733,0.77257,0.77374,0.78460,0.78592,0.99957,0.99943,0.99950,0.00000
14.88000,0.00000,0.68153,0.77020,0.76729,0.76544,0.75955,0.76513,0.77778,0.77304,0.77771,0.77201,0.76955,0.77310,0.78184,0.99947,0.99943,0.99955,0.00000
14.89000,0.00000,0.68361,0.77010,0.76803,0.76610,0.76060,0.76601,0.77697,0.77189,0.77617,0.77073,0.77006,0.77209,0.78034,0.99963,0.99928,0.99950,0.00000
14.90000,0.00000,0.68401,0.76679,0.76264,0.76241,0.75409,0.76163,0.77585,0.76933,0.77337,0.76791,0.76632,0.76776,0.77740,0.99963,0.99938,0.99950,0.00000
14.91000,0.00000,0.68442,0.76878,0.76702,0.76504,0.75991,0.76395,0.77498,0.76860,0.77279,0.76760,0.76758,0.76877,0.77972,0.99952,0.99938,0.99950,0.00000
14.92000,0.00000,0.68432,0.76731,0.76311,0.76175,0.75483,0.76075,0.77467,0.76807,0.77236,0.76668,0.76475,0.76675,0.77812,0.99968,0.99943,0.99961,0.00000
14.93000,0.00000,0.68432,0.76673,0.76316,0.76140,0.75451,0.76039,0.77355,0.76645,0.77025,0.76478,0.76379,0.76757,0.77765,0.99957,0.99948,0.99950,0.00000
14.94000,0.00000,0.68735,0.76626,0.76570,0.76094,0.75745,0.76070,0.77284,0.76603,0.76951,0.76437,0.76410,0.76987,0.77724,0.99952,0.99938,0.99955,0.00000
14.95000,0.00000,0.68487,0.77288,0.77299,0.76777,0.76374,0.76581,0.77421,0.76969,0.77305,0.76816,0.76955,0.77608,0.78256,0.99957,0.99943,0.99955,0.00000
14.96000,0.00000,0.68118,0.78550,0.79191,0.77910,0.78221,0.77545,0.77681,0.77555,0.77813,0.77421,0.77864,0.79542,0.79335,0.99942,0.99948,0.99961,0.00000
14.97000,0.00000,0.68467,0.78713,0.78906,0.78037,0.77927,0.77493,0.78064,0.78089,0.78432,0.77991,0.77965,0.79129,0.79459,0.99942,0.99958,0.99945,0.00000
14.98000,0.00000,0.68943,0.78450,0.78530,0.77854,0.77696,0.77715,0.78166,0.78146,0.78463,0.78006,0.77869,0.79080,0.79186,0.99947,0.99943,0.99950,0.00000
14.99000,0.00000,0.68604,0.77588,0.77072,0.77252,0.76317,0.76885,0.78181,0.77937,0.78347,0.77801,0.77576,0.77757,0.78654,0.99947,0.99938,0.99945,0.00000
15.00000,0.00000,0.68573,0.76952,0.76771,0.76772,0.75934,0.76761,0.77921,0.77372,0.77771,0.77165,0.77046,0.77406,0.78132,0.99947,0.99948,0.99955,0.00000
15.01000,0.00000,0.68007,0.76547,0.76216,0.76448,0.75414,0.76395,0.77768,0.77126,0.77564,0.76950,0.76915,0.76949,0.77729,0.99952,0.99938,0.99955,0.00000
15.02000,0.00000,0.68194,0.76416,0.76095,0.76084,0.75236,0.76287,0.77585,0.76844,0.77258,0.76642,0.76627,0.76882,0.77409,0.99957,0.99948,0.99955,0.00000
15.03000,0.00000,0.68492,0.76405,0.76126,0.76246,0.75414,0.76163,0.77528,0.76818,0.77258,0.76627,0.76622,0.76819,0.77538,0.99947,0.99938,0.99961,0.00000
15.04000,0.00000,0.68841,0.76763,0.76919,0.76645,0.75986,0.76457,0.77442,0.76776,0.77141,0.76550,0.76718,0.77584,0.77755,0.99952,0.99948,0.99961,0.00000
15.05000,0.00000,0.68963,0.76905,0.76670,0.76565,0.75803,0.76240,0.77498,0.76922,0.77342,0.76765,0.76834,0.76939,0.77920,0.99963,0.99943,0.99940,0.00000
15.06000,0.00000,0.68331,0.76936,0.76850,0.76438,0.76033,0.76410,0.77447,0.76828,0.77220,0.76673,0.76566,0.77045,0.77848,0.99957,0.99928,0.99961,0.00000
15.07000,0.00000,0.68351,0.77336,0.77537,0.77055,0.76589,0.76854,0.77544,0.77053,0.77411,0.76893,0.76960,0.78046,0.78194,0.99947,0.99938,0.99950,0.00000
15.08000,0.00000,0.68204,0.77010,0.76692,0.76590,0.75755,0.76333,0.77549,0.77011,0.77390,0.76821,0.76677,0.76983,0.78096,0.99952,0.99933,0.99955,0.00000
15.09000,0.00000,0.68315,0.77614,0.77822,0.77344,0.76752,0.77029,0.77544,0.77111,0.77400,0.76939,0.77293,0.78262,0.78540,0.99942,0.99948,0.99945,0.00000
15.10000,0.00000,0.68523,0.77977,0.77912,0.77693,0.76836,0.76900,0.77738,0.77471,0.77808,0.77360,0.77687,0.78200,0.78876,0.99952,0.99948,0.99950,0.00000
15.11000,0.00000,0.68796,0.77656,0.77416,0.77156,0.76406,0.76874,0.77794,0.77435,0.77797,0.77273,0.77182,0.77733,0.78530,0.99942,0.99943,0.99950,0.00000
15.12000,0.00000,0.68513,0.76432,0.76010,0.76307,0.75231,0.76194,0.77595,0.76912,0.77363,0.76755,0.76551,0.76781,0.77554,0.99963,0.99948,0.99955,0.00000
15.13000,0.00000,0.68452,0.76006,0.75498,0.75882,0.74879,0.75807,0.77376,0.76535,0.77009,0.76375,0.76314,0.76093,0.77197,0.99952,0.99948,0.99961,0.00000
15.14000,0.00000,0.68219,0.76164,0.75704,0.75932,0.75105,0.75838,0.77248,0.76447,0.76887,0.76273,0.76213,0.76242,0.77316,0.99957,0.99938,0.99966,0.00000
15.15000,0.00000,0.68361,0.76453,0.76327,0.76130,0.75635,0.76075,0.77258,0.76562,0.76956,0.76396,0.76516,0.76906,0.77455,0.99952,0.99943,0.99940,0.00000
15.16000,0.00000,0.68533,0.77073,0.77463,0.76519,0.76495,0.76581,0.77314,0.76781,0.77146,0.76652,0.76662,0.77868,0.78086,0.99937,0.99943,0.99955,0.00000
15.17000,0.00000,0.68599,0.77351,0.77246,0.76812,0.76359,0.76472,0.77472,0.77069,0.77427,0.76939,0.76905,0.77728,0.78401,0.99952,0.99938,0.99966,0.00000
15.18000,0.00000,0.68133,0.76763,0.76279,0.76205,0.75498,0.76070,0.77391,0.76807,0.77236,0.76637,0.76420,0.76728,0.77838,0.99952,0.99943,0.99961,0.00000
15.19000,0.00000,0.68452,0.76442,0.75989,0.76054,0.75157,0.75864,0.77258,0.76582,0.76983,0.76432,0.76359,0.76579,0.77497,0.99963,0.99938,0.99940,0.00000
15.20000,0.00000,0.68462,0.76568,0.76353,0.76079,0.75598,0.76163,0.77207,0.76582,0.76961,0.76488,0.76460,0.76747,0.77636,0.99957,0.99958,0.99955,0.00000
15.21000,0.00000,0.68503,0.76742,0.76623,0.76372,0.75792,0.76250,0.77258,0.76718,0.77099,0.76621,0.76561,0.76997,0.77770,0.99957,0.99953,0.99950,0.00000
15.22000,0.00000,0.68447,0.76668,0.76612,0.76271,0.75692,0.76194,0.77238,0.76645,0.77057,0.76514,0.76394,0.76963,0.77714,0.99952,0.99948,0.99950,0.00000
15.23000,0.00000,0.68528,0.77409,0.77563,0.76959,0.76463,0.76689,0.77355,0.77022,0.77347,0.76883,0.77036,0.77618,0.78292,0.99957,0.99933,0.99950,0.00000
15.24000,0.00000,0.68887,0.76941,0.77077,0.76296,0.75928,0.76354,0.77345,0.76881,0.77268,0.76704,0.76445,0.77132,0.77858,0.99942,0.99943,0.99955,0.00000
15.25000,0.00000,0.68816,0.76594,0.76306,0.76241,0.75309,0.76055,0.77279,0.76713,0.77125,0.76545,0.76415,0.76670,0.77719,0.99952,0.99943,0.99940,0.00000
15.26000,0.00000,0.68462,0.76463,0.76427,0.75993,0.75834,0.76240,0.77172,0.76509,0.76893,0.76314,0.76177,0.77007,0.77605,0.99963,0.99938,0.99945,0.00000
15.27000,0.00000,0.69120,0.77567,0.77912,0.77536,0.76972,0.76967,0.77462,0.77273,0.77628,0.77150,0.77531,0.78662,0.78571,0.99963,0.99948,0.99961,0.00000
15.28000,0.00000,0.68432,0.77209,0.77326,0.76701,0.76422,0.76689,0.77528,0.77158,0.77564,0.77073,0.76955,0.77762,0.78199,0.99952,0.99948,0.99955,0.00000
15.29000,0.00000,0.68740,0.76663,0.76269,0.76382,0.75372,0.76158,0.77477,0.77022,0.77448,0.76909,0.76713,0.76973,0.77827,0.99952,0.99953,0.99950,0.00000
15.30000,0.00000,0.68634,0.76395,0.76195,0.76494,0.75546,0.76281,0.77319,0.76729,0.77136,0.76627,0.76834,0.77214,0.77471,0.99942,0.99943,0.99955,0.00000
15.31000,0.00000,0.68482,0.76537,0.76438,0.76231,0.75577,0.76163,0.77274,0.76645,0.77072,0.76586,0.76617,0.76963,0.77641,0.99968,0.99948,0.99950,0.00000
15.32000,0.00000,0.68432,0.76174,0.75714,0.75806,0.74979,0.75781,0.77172,0.76488,0.76908,0.76345,0.76218,0.76391,0.77301,0.99947,0.99964,0.99940,0.00000
15.33000,0.00000,0.68700,0.76253,0.76184,0.75897,0.75194,0.75905,0.77034,0.76243,0.76644,0.76093,0.76213,0.76651,0.77233,0.99963,0.99948,0.99961,0.00000
15.34000,0.00000,0.68634,0.77120,0.77431,0.76499,0.76332,0.76534,0.77095,0.76556,0.76856,0.76391,0.76708,0.78017,0.77977,0.99947,0.99953,0.99950,0.00000
15.35000,0.00000,0.68422,0.77225,0.77003,0.76747,0.75986,0.76343,0.77299,0.76865,0.77231,0.76796,0.76930,0.77358,0.78147,0.99952,0.99948,0.99961,0.00000
15.36000,0.00000,0.68558,0.77714,0.78039,0.77086,0.77119,0.77045,0.77350,0.77016,0.77321,0.76898,0.77046,0.78325,0.78664,0.99942,0.99938,0.99950,0.00000
15.37000,0.00000,0.68336,0.77835,0.77743,0.77121,0.76789,0.76880,0.77564,0.77315,0.77702,0.77247,0.77228,0.77950,0.78834,0.99947,0.99938,0.99955,0.00000
15.38000,0.00000,0.68411,0.77367,0.77083,0.77035,0.76269,0.76771,0.77605,0.77299,0.77696,0.77227,0.77228,0.77680,0.78488,0.99957,0.99933,0.99950,0.00000
15.39000,0.00000,0.68685,0.77535,0.77717,0.76807,0.76941,0.77096,0.77539,0.77189,0.77517,0.77073,0.76945,0.77772,0.78447,0.99947,0.99933,0.99961,0.00000
15.40000,0.00000,0.68599,0.77483,0.77172,0.77035,0.76385,0.76704,0.77676,0.77372,0.77771,0.77319,0.77198,0.77512,0.78654,0.99952,0.99943,0.99961,0.00000
15.41000,0.00000,0.68715,0.77861,0.77844,0.77399,0.76951,0.77256,0.77753,0.77487,0.77823,0.77406,0.77415,0.78051,0.78819,0.99963,0.99948,0.99950,0.00000
15.42000,0.00000,0.68705,0.78497,0.78546,0.78067,0.77628,0.77669,0.77941,0.77874,0.78141,0.77811,0.77915,0.79167,0.79413,0.99942,0.99948,0.99961,0.00000
15.43000,0.00000,0.68457,0.77840,0.77542,0.77566,0.76721,0.77158,0.78074,0.77916,0.78268,0.77873,0.77738,0.78113,0.78834,0.99952,0.99938,0.99950,0.00000
15.44000,0.00000,0.68138,0.77456,0.77252,0.77207,0.76432,0.77205,0.77926,0.77571,0.77913,0.77447,0.77329,0.78243,0.78550,0.99963,0.99948,0.99945,0.00000
15.45000,0.00000,0.68381,0.77309,0.77051,0.76989,0.76196,0.76818,0.77911,0.77534,0.77903,0.77437,0.77410,0.77671,0.78354,0.99957,0.99948,0.99950,0.00000
15.46000,0.00000,0.68098,0.76684,0.76264,0.76347,0.75540,0.76457,0.77768,0.77189,0.77596,0.77016,0.76768,0.76920,0.77776,0.99947,0.99953,0.99934,0.00000
15.47000,0.00000,0.68255,0.76768,0.76628,0.76595,0.75813,0.76493,0.77697,0.77116,0.77517,0.76980,0.77006,0.77180,0.77900,0.99957,0.99948,0.99950,0.00000
15.48000,0.00000,0.67916,0.76573,0.76216,0.75973,0.75834,0.76250,0.77554,0.76765,0.77231,0.76616,0.76394,0.76386,0.77703,0.99957,0.99938,0.99940,0.00000
15.49000,0.00000,0.68320,0.77031,0.76935,0.76898,0.76086,0.76570,0.77590,0.77043,0.77374,0.76883,0.76970,0.77507,0.78106,0.99947,0.99948,0.99945,0.00000
15.50000,0.00000,0.68948,0.77509,0.77939,0.76939,0.76726,0.76931,0.77661,0.77189,0.77501,0.77016,0.77041,0.77959,0.78483,0.99957,0.99943,0.99945,0.00000
15.51000,0.00000,0.68695,0.77756,0.77690,0.76989,0.76647,0.76962,0.77758,0.77309,0.77659,0.77155,0.77031,0.77709,0.78664,0.99947,0.99948,0.99961,0.00000
15.52000,0.00000,0.68599,0.77083,0.76533,0.76509,0.75456,0.76225,0.77692,0.77126,0.77506,0.76955,0.76687,0.76728,0.78199,0.99963,0.99948,0.99966,0.00000
15.53000,0.00000,0.68366,0.76379,0.76089,0.75988,0.75273,0.76147,0.77452,0.76624,0.77030,0.76416,0.76177,0.76829,0.77533,0.99968,0.99943,0.99950,0.00000
15.54000,0.00000,0.68331,0.76421,0.76184,0.76200,0.75262,0.76122,0.77340,0.76598,0.76956,0.76432,0.76455,0.77002,0.77476,0.99947,0.99948,0.99955,0.00000
15.55000,0.00000,0.68366,0.75885,0.75376,0.75502,0.74533,0.75554,0.77212,0.76347,0.76824,0.76211,0.76056,0.75847,0.77006,0.99963,0.99938,0.99945,0.00000
15.56000,0.00000,0.68568,0.76600,0.76824,0.76322,0.75928,0.76338,0.77136,0.76452,0.76771,0.76247,0.76556,0.77435,0.77683,0.99942,0.99943,0.99950,0.00000
15.57000,0.00000,0.68467,0.76458,0.76438,0.75973,0.75456,0.75946,0.77197,0.76530,0.76903,0.76360,0.76293,0.76790,0.77486,0.99957,0.99943,0.99961,0.00000
15.58000,0.00000,0.68366,0.76721,0.77014,0.76135,0.76023,0.76431,0.77156,0.76514,0.76877,0.76370,0.76359,0.77406,0.77502,0.99947,0.99948,0.99955,0.00000
15.59000,0.00000,0.68391,0.77178,0.77352,0.76529,0.76637,0.76503,0.77289,0.76854,0.77205,0.76709,0.76758,0.77469,0.78111,0.99963,0.99943,0.99950,0.00000
15.60000,0.00000,0.68680,0.76884,0.76665,0.76347,0.75923,0.76328,0.77381,0.76933,0.77316,0.76796,0.76607,0.77353,0.77936,0.99957,0.99948,0.99950,0.00000
15.61000,0.00000,0.68518,0.76169,0.75836,0.75806,0.75351,0.75874,0.77243,0.76572,0.77004,0.76421,0.76182,0.76439,0.77368,0.99942,0.99938,0.99955,0.00000
15.62000,0.00000,0.68376,0.76295,0.76221,0.76079,0.75803,0.76075,0.77207,0.76588,0.76983,0.76468,0.76415,0.77069,0.77342,0.99957,0.99948,0.99945,0.00000
15.63000,0.00000,0.68401,0.76768,0.76697,0.76645,0.75991,0.76405,0.77304,0.76844,0.77226,0.76750,0.76809,0.77507,0.77827,0.99957,0.99938,0.99955,0.00000
15.64000,0.00000,0.68639,0.76631,0.76581,0.76281,0.75860,0.76385,0.77299,0.76776,0.77168,0.76693,0.76632,0.77209,0.77559,0.99942,0.99948,0.99950,0.00000
15.65000,0.00000,0.68341,0.76363,0.76042,0.75937,0.75178,0.75822,0.77253,0.76645,0.77078,0.76545,0.76384,0.76434,0.77430,0.99952,0.99943,0.99945,0.00000
15.66000,0.00000,0.68432,0.76820,0.76882,0.76580,0.75918,0.76421,0.77197,0.76645,0.77020,0.76565,0.76708,0.77300,0.77817,0.99942,0.99928,0.99945,0.00000
15.67000,0.00000,0.68396,0.76884,0.76792,0.76160,0.75981,0.76271,0.77233,0.76645,0.77067,0.76570,0.76526,0.77040,0.77770,0.99957,0.99953,0.99961,0.00000
15.68000,0.00000,0.68103,0.76731,0.76385,0.76398,0.75661,0.76235,0.77263,0.76724,0.77136,0.76647,0.76531,0.77089,0.77884,0.99942,0.99948,0.99955,0.00000
15.69000,0.00000,0.68406,0.76705,0.76781,0.76625,0.75865,0.76379,0.77268,0.76786,0.77183,0.76729,0.76829,0.77291,0.77889,0.99952,0.99958,0.99950,0.00000
15.70000,0.00000,0.68290,0.77015,0.77257,0.76600,0.76390,0.76715,0.77299,0.76839,0.77215,0.76729,0.76687,0.77382,0.77946,0.99952,0.99938,0.99961,0.00000
15.71000,0.00000,0.68467,0.77073,0.77056,0.76767,0.76170,0.76457,0.77406,0.77011,0.77395,0.76955,0.76829,0.77348,0.78060,0.99942,0.99938,0.99955,0.00000
15.72000,0.00000,0.68290,0.77046,0.77077,0.76903,0.76311,0.76699,0.77447,0.77037,0.77416,0.76955,0.77076,0.77873,0.77951,0.99952,0.99938,0.99945,0.00000
15.73000,0.00000,0.68674,0.76999,0.77278,0.76544,0.76453,0.76761,0.77391,0.76907,0.77305,0.76760,0.76687,0.77671,0.77869,0.99952,0.99948,0.99950,0.00000
15.74000,0.00000,0.68543,0.76905,0.76655,0.76549,0.75766,0.76225,0.77462,0.76990,0.77448,0.76857,0.76819,0.76987,0.77884,0.99957,0.99928,0.99971,0.00000
15.75000,0.00000,0.68932,0.77067,0.76940,0.76696,0.76012,0.76462,0.77472,0.77048,0.77469,0.76909,0.76879,0.77392,0.78034,0.99947,0.99948,0.99945,0.00000
15.76000,0.00000,0.67850,0.77357,0.77902,0.76833,0.77319,0.77179,0.77447,0.77001,0.77342,0.76806,0.76597,0.78325,0.78395,0.99937,0.99948,0.99955,0.00000
15.77000,0.00000,0.68700,0.78481,0.78567,0.77794,0.77523,0.77385,0.77860,0.77780,0.78199,0.77709,0.77692,0.78662,0.79248,0.99952,0.99943,0.99945,0.00000
15.78000,0.00000,0.68654,0.78124,0.78018,0.77485,0.77046,0.77308,0.77972,0.77853,0.78273,0.77760,0.77652,0.78397,0.78912,0.99963,0.99943,0.99950,0.00000
15.79000,0.00000,0.68508,0.77635,0.77410,0.77394,0.76626,0.77210,0.77952,0.77707,0.78130,0.77637,0.77576,0.78104,0.78664,0.99952,0.99943,0.99945,0.00000
15.80000,0.00000,0.68275,0.77567,0.77542,0.77156,0.76689,0.77272,0.77885,0.77550,0.77945,0.77447,0.77304,0.78157,0.78550,0.99952,0.99948,0.99950,0.00000
15.81000,0.00000,0.68366,0.77714,0.77373,0.77202,0.76616,0.77091,0.77957,0.77613,0.78024,0.77534,0.77405,0.77743,0.78726,0.99947,0.99948,0.99940,0.00000
15.82000,0.00000,0.68174,0.77283,0.76845,0.76853,0.75976,0.76679,0.77896,0.77451,0.77882,0.77365,0.77137,0.77291,0.78426,0.99947,0.99953,0.99955,0.00000
15.83000,0.00000,0.68305,0.76926,0.76887,0.76656,0.75897,0.76689,0.77707,0.77079,0.77485,0.76945,0.76793,0.77228,0.77956,0.99952,0.99933,0.99940,0.00000
